time,gFx,gFy,gFz,TgF
30.283793,-0.9104,-1.0587,0.0217,1.396
30.286261,-0.9229,-1.1266,0.0618,1.458
30.290082,-0.9297,-1.1958,0.0726,1.516
30.291348,-0.9573,-1.2745,0.0682,1.595
30.295229,-0.9810,-1.3663,0.0471,1.683
30.296521,-0.9950,-1.4737,0.0296,1.778
30.299020,-1.0178,-1.5988,0.0049,1.895
30.302883,-1.0372,-1.7134,-0.0095,2.003
30.303812,-1.0609,-1.8463,-0.0481,2.130
30.307893,-1.0917,-1.9805,-0.0717,2.263
30.309333,-1.1323,-2.1181,-0.0999,2.404
30.311442,-1.1807,-2.2843,-0.1432,2.575
30.315494,-1.2484,-2.4470,-0.1710,2.752
30.316769,-1.2667,-2.5910,-0.1595,2.889
30.320290,-1.2520,-2.7076,-0.1280,2.986
30.321568,-1.2193,-2.7914,-0.1201,3.048
30.325330,-1.1714,-2.8664,-0.1160,3.099
30.326878,-1.0891,-2.9300,-0.1314,3.129
30.329869,-0.9959,-2.9938,-0.1432,3.158
30.331364,-0.8980,-3.0763,-0.1458,3.208
30.335301,-0.7839,-3.1416,-0.1495,3.241
30.336753,-0.6565,-3.2012,-0.1521,3.271
30.338918,-0.5341,-3.3070,-0.1211,3.352
30.341234,-0.4087,-3.4080,-0.0463,3.433
30.343940,-0.2694,-3.5050,0.0369,3.516
30.346276,-0.1149,-3.5928,0.1799,3.599
30.348872,0.0236,-3.6817,0.3576,3.699
30.351416,0.2224,-3.7387,0.5328,3.783
30.353782,0.3962,-3.7770,0.6953,3.861
30.356270,0.5378,-3.7819,0.8724,3.918
30.359102,0.6783,-3.7279,1.0795,3.940
30.361377,0.8190,-3.6289,1.2500,3.925
30.363871,0.9481,-3.4591,1.3591,3.836
30.366312,1.0250,-3.2293,1.4616,3.690
30.368845,1.0568,-2.9514,1.6010,3.520
30.371266,1.0402,-2.6743,1.7573,3.365
30.373806,1.0280,-2.4360,1.9055,3.259
30.376313,0.9794,-2.2195,2.0514,3.177
30.378879,0.8836,-2.0516,2.0870,3.057
30.381300,0.7851,-1.8864,2.0560,2.899
30.383782,0.7107,-1.7500,2.0045,2.754
30.386305,0.6338,-1.6359,1.9458,2.620
30.389081,0.5651,-1.5408,1.8078,2.442
30.391444,0.4630,-1.4453,1.6286,2.226
30.395297,0.3300,-1.3372,1.3840,1.953
30.396329,0.1626,-1.2510,1.0003,1.610
30.400311,-0.0421,-1.1836,0.5907,1.323
30.401317,-0.2065,-1.1447,0.1789,1.177
30.405315,-0.4199,-1.1227,-0.3284,1.243
30.406253,-0.6660,-1.0953,-0.8320,1.528
30.410337,-0.8613,-1.0701,-1.0626,1.737
30.411391,-0.8901,-1.0264,-1.0535,1.719
30.415323,-0.9512,-0.9819,-1.0498,1.724
30.416334,-0.9974,-0.9692,-1.0528,1.744
30.420272,-0.9947,-0.9213,-0.9337,1.646
30.421506,-1.0172,-0.9218,-0.7800,1.579
30.425350,-1.0343,-0.9113,-0.6590,1.528
30.426270,-1.0231,-0.9138,-0.5197,1.467
30.430276,-0.9994,-0.9098,-0.4298,1.418
30.431407,-1.0311,-0.9259,-0.2905,1.416
30.435355,-1.0419,-0.9271,-0.1732,1.405
30.436358,-1.0529,-0.9331,-0.0519,1.408
30.439176,-1.0815,-0.9318,0.0596,1.429
30.443091,-1.0722,-0.9429,0.1400,1.435
30.444323,-1.0512,-0.9267,0.2334,1.421
30.447942,-1.0241,-0.9252,0.2724,1.407
30.448866,-0.9786,-0.9082,0.3204,1.373
30.452639,-0.8906,-0.8807,0.3294,1.295
30.453997,-0.7746,-0.8739,0.3211,1.211
30.457829,-0.6723,-0.8483,0.3035,1.124
30.458891,-0.5523,-0.8282,0.2908,1.037
30.462783,-0.4500,-0.8140,0.2530,0.964
30.463720,-0.3696,-0.8169,0.2207,0.923
30.466173,-0.3165,-0.8209,0.1848,0.899
30.468882,-0.2677,-0.8387,0.1771,0.898
30.471519,-0.2496,-0.8516,0.1628,0.902
30.473757,-0.2163,-0.8737,0.1512,0.913
30.477608,-0.2027,-0.8915,0.1528,0.927
30.479033,-0.1690,-0.8868,0.1463,0.915
30.483085,-0.1555,-0.8717,0.1432,0.897
30.484344,-0.1343,-0.8651,0.1412,0.887
30.487875,-0.0883,-0.8390,0.1217,0.852
30.489022,-0.0438,-0.8209,0.0963,0.828
30.492626,0.0348,-0.7864,0.0643,0.790
30.494015,0.0968,-0.7476,0.0215,0.754
30.497861,0.1462,-0.7158,0.0083,0.731
30.498971,0.1916,-0.6710,-0.0232,0.698
30.502926,0.2428,-0.6214,-0.0251,0.668
30.503929,0.2860,-0.5733,-0.0356,0.642
30.506703,0.3463,-0.5312,-0.0532,0.636
30.510319,0.3987,-0.4802,-0.0887,0.630
30.511461,0.4199,-0.4462,-0.0840,0.618
30.515381,0.4728,-0.4049,-0.1015,0.631
30.516600,0.4940,-0.3702,-0.1087,0.627
30.519021,0.5008,-0.3450,-0.0889,0.615
30.522840,0.5220,-0.3082,-0.1101,0.616
30.524012,0.5441,-0.2740,-0.1351,0.624
30.526428,0.5621,-0.2404,-0.1192,0.623
30.529016,0.5705,-0.2190,-0.1399,0.627
30.532914,0.5991,-0.1877,-0.1712,0.651
30.533942,0.6264,-0.1649,-0.1676,0.669
30.536651,0.6467,-0.1517,-0.1942,0.692
30.539026,0.6501,-0.1290,-0.2064,0.694
30.541425,0.6580,-0.1132,-0.2035,0.698
30.543912,0.6426,-0.1070,-0.2013,0.682
30.546073,0.6413,-0.0926,-0.2108,0.681
30.548769,0.6364,-0.0743,-0.1952,0.670
30.551247,0.6326,-0.0574,-0.1817,0.661
30.553731,0.6326,-0.0344,-0.1912,0.662
30.556229,0.6404,-0.0179,-0.1771,0.665
30.558789,0.6570,0.0148,-0.1766,0.681
30.561230,0.6680,0.0388,-0.1964,0.697
30.563748,0.6783,0.0652,-0.2223,0.717
30.566235,0.6837,0.0903,-0.2434,0.731
30.568776,0.6895,0.1397,-0.2497,0.746
30.571239,0.7037,0.1512,-0.2741,0.770
30.573736,0.7049,0.2006,-0.3112,0.796
30.576237,0.6951,0.2241,-0.3247,0.799
30.578781,0.6763,0.2504,-0.3056,0.783
30.581272,0.6529,0.2660,-0.2939,0.764
30.583778,0.6101,0.2835,-0.2399,0.714
30.586280,0.5651,0.3103,-0.2218,0.682
30.588856,0.4947,0.3122,-0.1903,0.615
30.591288,0.4204,0.3084,-0.1822,0.552
30.593797,0.3319,0.3037,-0.1893,0.488
30.596302,0.2608,0.3271,-0.2062,0.466
30.598806,0.1897,0.3120,-0.2255,0.429
30.601298,0.0976,0.3066,-0.2189,0.389
30.603786,0.0017,0.2922,-0.2308,0.372
30.606285,-0.1157,0.3103,-0.2323,0.405
30.608996,-0.2149,0.2930,-0.2876,0.463
30.611275,-0.3116,0.2930,-0.2944,0.519
30.613755,-0.4082,0.2935,-0.3079,0.589
30.617817,-0.5040,0.2893,-0.2639,0.638
30.618926,-0.6047,0.2835,-0.2201,0.703
30.621463,-0.6763,0.2937,-0.2311,0.773
30.625472,-0.7477,0.3037,-0.2365,0.841
30.626484,-0.7479,0.2868,-0.2858,0.850
30.630746,-0.7589,0.2742,-0.3166,0.867
30.631662,-0.7499,0.2462,-0.3550,0.865
30.635536,-0.7315,0.2047,-0.4081,0.862
30.636535,-0.7440,0.1595,-0.4972,0.909
30.640572,-0.7224,0.1065,-0.5787,0.932
30.641488,-0.6937,0.0330,-0.6622,0.960
30.645515,-0.6494,-0.0515,-0.6812,0.943
30.646841,-0.5891,-0.1297,-0.6728,0.904
30.649328,-0.5411,-0.2221,-0.6085,0.844
30.651514,-0.4840,-0.3140,-0.5349,0.787
30.653850,-0.4295,-0.4196,-0.4403,0.745
30.656467,-0.3913,-0.5386,-0.3597,0.757
30.658999,-0.3346,-0.6752,-0.2944,0.809
30.661357,-0.2811,-0.8399,-0.2404,0.918
30.663858,-0.2435,-1.0084,-0.1546,1.049
30.666300,-0.2547,-1.1371,-0.0295,1.166
30.669033,-0.2310,-1.2427,0.0662,1.266
30.671485,-0.2268,-1.3728,0.1848,1.404
30.673873,-0.2557,-1.5091,0.1941,1.543
30.676492,-0.2853,-1.6943,0.1535,1.725
30.679042,-0.3253,-1.9023,0.1463,1.935
30.681603,-0.3752,-2.1371,0.1370,2.174
30.684040,-0.4360,-2.3852,0.1615,2.430
30.686454,-0.4886,-2.7012,0.1640,2.750
30.689197,-0.5297,-3.0390,0.2432,3.094
30.691444,-0.5898,-3.4290,0.3434,3.496
30.693795,-0.6115,-3.8212,0.4772,3.899
30.696296,-0.6231,-4.2277,0.7324,4.336
30.699035,-0.6303,-4.5733,0.9523,4.714
30.701463,-0.6408,-4.8331,0.9914,4.975
30.703964,-0.6226,-5.0283,1.0672,5.178
30.706389,-0.5218,-5.0896,1.1019,5.234
30.709259,-0.3317,-4.8944,1.1571,5.040
30.711504,-0.1189,-4.4901,1.2165,4.654
30.713960,-0.0753,-3.9992,1.2743,4.198
30.716420,-0.0062,-3.5549,1.2547,3.770
30.718956,0.0900,-3.1504,1.1564,3.357
30.721516,0.2117,-2.7902,1.0431,2.986
30.723968,0.3366,-2.4561,0.8064,2.607
30.726393,0.4432,-2.1645,0.6239,2.296
31.136343,0.5162,-1.8915,0.4611,2.014
31.137274,0.6010,-1.6567,0.3108,1.790
31.137913,0.6222,-1.4751,0.2129,1.615
31.138411,0.6526,-1.2923,0.1195,1.453
31.138954,0.6930,-1.1315,0.0193,1.327
31.139379,0.7007,-0.9663,-0.0588,1.195
31.139796,0.7171,-0.8304,-0.1409,1.106
31.140226,0.7186,-0.6894,-0.2502,1.027
31.140639,0.7198,-0.5748,-0.3338,0.980
31.141050,0.7098,-0.4562,-0.3438,0.911
31.141456,0.7024,-0.3802,-0.3303,0.864
31.141874,0.6932,-0.3248,-0.2572,0.808
31.142304,0.6785,-0.2891,-0.1828,0.760
31.142836,0.6723,-0.2470,-0.1031,0.724
31.143254,0.6663,-0.2243,-0.0332,0.704
31.143670,0.6516,-0.2041,0.0420,0.684
31.144119,0.6218,-0.1891,0.1056,0.658
31.144551,0.5944,-0.1738,0.1496,0.637
31.144959,0.5641,-0.1773,0.2187,0.630
31.146683,0.5008,-0.1831,0.2395,0.585
31.147135,0.4458,-0.1964,0.2586,0.552
31.147518,0.3647,-0.2534,0.2906,0.531
31.147885,0.3083,-0.2937,0.3140,0.529
31.148250,0.2611,-0.3474,0.3358,0.549
31.148606,-1.0113,-0.5286,0.2974,1.179
31.148976,-0.9806,-0.4978,0.3297,1.148
31.149389,-0.9537,-0.4643,0.3521,1.118
31.149939,-0.9163,-0.4222,0.3668,1.074
31.150395,-0.8990,-0.3721,0.3404,1.031
31.150907,-0.8816,-0.3309,0.3050,0.990
31.156219,-0.8606,-0.2796,0.2434,0.937
31.156872,-0.8435,-0.2395,0.1799,0.895
31.157483,-0.8144,-0.1964,0.0582,0.840
31.157984,-0.8124,-0.1540,-0.0689,0.830
31.158481,-0.8090,-0.1090,-0.3128,0.874
31.159061,-0.8351,-0.0288,-0.5649,1.009
31.159519,-0.8270,-0.0073,-0.6183,1.033
31.159978,-0.8582,0.0156,-0.5202,1.004
31.160438,-0.8892,0.0769,-0.4855,1.016
31.160883,-0.8916,0.0803,-0.4300,0.993
31.162656,-0.8682,0.0822,-0.3941,0.957
31.165090,-0.8324,0.0701,-0.3827,0.919
31.167607,-0.8733,0.1082,-0.2881,0.926
31.170038,-0.8620,0.1376,-0.2453,0.907
31.172684,-0.7841,0.1190,-0.2179,0.822
31.175163,-0.8244,0.1537,-0.1407,0.850
31.177584,-0.8083,0.1877,-0.1463,0.843
31.180105,-0.7408,0.1595,-0.1933,0.782
31.182481,-0.7970,0.2126,-0.1441,0.837
31.185044,-0.7914,0.2089,-0.1387,0.830
31.187668,-0.7839,0.2157,-0.1504,0.827
31.190066,-0.7750,0.1994,-0.1646,0.817
31.192894,-0.7618,0.1928,-0.1830,0.807
31.195010,-0.7499,0.1840,-0.2050,0.799
31.197577,-0.7333,0.1700,-0.1873,0.776
31.200054,-0.7037,0.1673,-0.2001,0.750
31.203055,-0.6846,0.1656,-0.1922,0.730
31.205068,-0.6485,0.1624,-0.1993,0.698
31.207680,-0.6252,0.1542,-0.1969,0.673
31.210047,-0.5881,0.1497,-0.1940,0.637
31.212585,-0.5619,0.1285,-0.1986,0.610
31.215307,-0.5223,0.1311,-0.2026,0.575
31.217734,-0.5047,0.1194,-0.2120,0.560
31.220245,-0.4828,0.1080,-0.2028,0.535
31.222617,-0.4427,0.0928,-0.2008,0.495
31.225177,-0.4265,0.0828,-0.2086,0.482
31.227711,-0.3967,0.0710,-0.2003,0.450
31.230115,-0.3601,0.0432,-0.2052,0.417
31.232742,-0.3342,0.0123,-0.2120,0.396
31.235251,-0.2857,-0.0498,-0.2562,0.387
31.237627,-0.3579,-0.0699,-0.2369,0.435
31.240221,-0.3908,-0.1346,-0.2345,0.475
31.242707,-0.3962,-0.1950,-0.2474,0.506
31.245178,-0.4241,-0.2635,-0.2616,0.564
31.247863,-0.4500,-0.3369,-0.2783,0.627
31.250367,-0.4945,-0.3907,-0.3040,0.700
31.252875,-0.5362,-0.4699,-0.3506,0.795
31.255400,-0.5859,-0.5580,-0.4354,0.919
31.257803,-0.6683,-0.6561,-0.5994,1.112
31.260415,-0.7359,-0.7913,-0.7360,1.307
31.263125,-0.7932,-0.9033,-0.7502,1.417
31.265153,-0.8286,-0.9954,-0.5943,1.425
31.267589,-0.8747,-1.0802,-0.4473,1.460
31.270163,-0.8682,-1.1594,-0.2184,1.465
31.272554,-0.8337,-1.2011,0.0219,1.462
31.275201,-0.8307,-1.2750,0.1417,1.528
31.277556,-0.8339,-1.3519,0.1442,1.595
31.280480,-0.8528,-1.4600,0.1430,1.697
31.282780,-0.8831,-1.5807,0.1278,1.815
31.285244,-0.9229,-1.7134,0.0882,1.948
31.287797,-0.9568,-1.8549,0.0733,2.088
31.290097,-1.0006,-2.0264,0.0684,2.261
31.292903,-1.0798,-2.2247,0.0491,2.473
31.295273,-1.1494,-2.4287,0.0599,2.688
31.297733,-1.1912,-2.6721,0.0633,2.926
31.300446,-1.2474,-2.9094,0.0440,3.166
31.302735,-1.3017,-3.1776,0.0312,3.434
31.305577,-1.3745,-3.4603,0.0520,3.724
31.308039,-1.3777,-3.6741,0.0273,3.924
31.310387,-1.3300,-3.8320,0.0070,4.056
31.312723,-1.2508,-3.9459,0.0088,4.139
31.315217,-1.1311,-4.0304,-0.0209,4.186
31.317917,-0.9842,-4.0882,-0.0754,4.206
31.320357,-0.8165,-4.1316,-0.0773,4.212
31.322757,-0.6291,-4.1661,-0.0955,4.214
31.325411,-0.4214,-4.1563,-0.0607,4.178
31.327784,-0.2271,-4.1605,0.0070,4.167
31.330265,-0.0199,-4.1686,0.1183,4.170
31.332804,0.1846,-4.1560,0.2651,4.169
31.335192,0.3637,-4.1077,0.4790,4.151
31.337771,0.5208,-4.0388,0.7591,4.142
31.340374,0.6274,-3.9393,1.0301,4.120
31.342824,0.7836,-3.7653,1.2046,4.030
31.345402,0.8622,-3.5419,1.3789,3.897
31.347988,0.8679,-3.2772,1.4311,3.680
31.350136,0.8818,-3.0116,1.4343,3.450
31.352661,0.8987,-2.7240,1.3321,3.163
31.355028,0.8752,-2.4295,0.9947,2.767
31.357615,0.7846,-2.1914,0.6857,2.427
31.360519,0.6580,-1.9991,0.4372,2.150
31.362620,0.5353,-1.8260,0.0308,1.903
31.365148,0.3691,-1.6992,-0.4110,1.787
31.367786,0.2503,-1.6014,-0.6126,1.733
31.370057,0.3095,-1.5220,-0.4677,1.622
31.372731,0.2965,-1.4015,-0.4288,1.495
31.375299,0.2613,-1.3031,-0.4268,1.396
31.377671,0.2571,-1.2123,-0.4195,1.308
31.380062,0.2513,-1.1354,-0.3892,1.226
31.382601,0.2261,-1.0643,-0.3518,1.144
31.385212,0.2024,-1.0005,-0.2912,1.062
31.387834,0.1529,-0.9541,-0.2196,0.991
31.390358,0.0805,-0.9073,-0.1568,0.924
31.392866,0.0082,-0.8819,-0.1067,0.888
31.395555,-0.0758,-0.8509,-0.0530,0.856
31.398307,-0.1721,-0.8353,-0.0265,0.853
31.400570,-0.2774,-0.8129,-0.0393,0.860
31.402893,-0.3626,-0.8055,-0.0290,0.884
31.405396,-0.4381,-0.8348,-0.0339,0.943
31.408156,-0.5043,-0.8534,-0.0759,0.994
31.410286,-0.5476,-0.8810,-0.1272,1.045
31.412739,-0.6154,-0.8866,-0.0167,1.079
31.415195,-0.6744,-0.8986,-0.0046,1.123
31.417821,-0.7088,-0.9299,-0.0002,1.169
31.420191,-0.7466,-0.9658,0.0168,1.221
31.422786,-0.7599,-0.9797,0.0247,1.240
31.425218,-0.8058,-0.9886,0.0224,1.276
31.427685,-0.8181,-1.0037,0.0281,1.295
31.430290,-0.8493,-0.9781,0.0720,1.297
31.432774,-0.8549,-0.9570,0.1107,1.288
31.435535,-0.8526,-0.9316,0.0902,1.266
31.438083,-0.8466,-0.8915,0.0853,1.232
31.440633,-0.8361,-0.8581,0.1139,1.203
31.443135,-0.7923,-0.8177,0.0860,1.142
31.445551,-0.7767,-0.7866,0.0872,1.109
31.448064,-0.7237,-0.7537,0.0813,1.048
31.450435,-0.6797,-0.7195,0.0762,0.993
31.453095,-0.6306,-0.6845,0.0603,0.933
31.455607,-0.5732,-0.6640,0.0459,0.878
31.458120,-0.5138,-0.6393,0.0430,0.821
31.460518,-0.4607,-0.6351,0.0422,0.786
31.463029,-0.4183,-0.6227,0.0335,0.751
31.465738,-0.3601,-0.6097,0.0247,0.709
31.468568,-0.3109,-0.6014,0.0032,0.677
31.470748,-0.2613,-0.5943,0.0139,0.649
31.472994,-0.2205,-0.5853,0.0159,0.626
31.475482,-0.1848,-0.5652,0.0359,0.596
31.478062,-0.1585,-0.5477,0.0396,0.571
31.480463,-0.1301,-0.5342,0.0335,0.551
31.482953,-0.0947,-0.5203,0.0244,0.529
31.485600,-0.0724,-0.5049,0.0293,0.511
31.488037,-0.0348,-0.4914,0.0107,0.493
31.490779,0.0110,-0.4609,0.0063,0.461
31.493161,0.0343,-0.4394,-0.0251,0.441
31.495603,0.0656,-0.4101,-0.0370,0.417
31.498118,0.0895,-0.3881,-0.0810,0.406
31.500478,0.1269,-0.3644,-0.1001,0.399
31.502787,0.1613,-0.3355,-0.1360,0.396
31.505387,0.1932,-0.3087,-0.1619,0.399
31.507848,0.2308,-0.2822,-0.1759,0.405
31.510285,0.2652,-0.2593,-0.2015,0.422
31.512858,0.2869,-0.2165,-0.2155,0.419
31.515499,0.3407,-0.1871,-0.2292,0.451
31.518084,0.3787,-0.1344,-0.2441,0.470
31.520504,0.4207,-0.0926,-0.2458,0.496
31.523115,0.4693,-0.0300,-0.2418,0.529
31.525462,0.5350,0.0237,-0.2490,0.591
31.527955,0.5905,0.0645,-0.2260,0.636
31.530704,0.6606,0.1183,-0.2091,0.703
31.533099,0.7054,0.1651,-0.1952,0.750
31.535725,0.7310,0.1942,-0.1609,0.773
31.538335,0.7841,0.2241,-0.1185,0.824
31.540600,0.8261,0.2597,-0.0877,0.870
31.543136,0.8764,0.2583,-0.0668,0.916
31.545677,0.9390,0.2583,-0.0491,0.975
31.549178,0.9833,0.2739,-0.0419,1.022
31.550827,0.9891,0.2768,-0.0517,1.028
31.553507,0.9684,0.2812,-0.0456,1.009
31.555486,0.9461,0.2702,0.0066,0.984
31.558094,0.8755,0.2487,0.0850,0.914
31.560498,0.7755,0.2018,0.1493,0.815
31.563064,0.6343,0.1514,0.2197,0.688
31.565522,0.4977,0.1202,0.3297,0.609
31.568126,0.3673,0.0689,0.4210,0.563
31.570395,0.2235,0.0442,0.5010,0.550
31.572920,0.0922,0.0265,0.5457,0.554
31.575805,-0.0560,0.0158,0.5995,0.602
31.578072,-0.1890,0.0136,0.5870,0.617
31.581831,-0.2995,0.0190,0.5972,0.668
31.582921,-0.4067,0.0334,0.5792,0.709
31.585543,-0.4654,0.0554,0.5531,0.725
31.587891,-0.5152,0.0715,0.4678,0.700
31.590269,-0.5702,0.0810,0.3343,0.666
31.592889,-0.6010,0.1162,0.1799,0.638
31.595413,-0.6138,0.1258,-0.0006,0.627
31.597784,-0.6736,0.1481,-0.1686,0.710
31.600697,-0.7328,0.1622,-0.3198,0.816
31.602915,-0.7858,0.1424,-0.4479,0.916
31.606869,-0.8666,0.1227,-0.5610,1.040
31.608008,-0.9202,0.1067,-0.6319,1.121
31.610413,-0.9964,0.0354,-0.6029,1.165
31.612960,-1.0145,-0.0146,-0.5327,1.146
31.615759,-1.0617,-0.0848,-0.4921,1.173
31.619505,-1.0933,-0.1295,-0.4134,1.176
31.620596,-1.1171,-0.1913,-0.3415,1.184
31.623077,-1.1450,-0.2542,-0.2807,1.206
31.627095,-1.1401,-0.3155,-0.2834,1.216
31.628024,-1.1785,-0.3810,-0.3758,1.294
31.630462,-1.2198,-0.4555,-0.5368,1.408
31.633227,-1.2523,-0.5305,-0.6624,1.513
31.635416,-1.2968,-0.6219,-0.6214,1.567
31.637963,-1.3144,-0.7165,-0.4767,1.571
31.642095,-1.2680,-0.7974,-0.3030,1.528
31.643010,-1.1961,-0.8891,-0.1465,1.498
31.646978,-1.0877,-1.0068,-0.0519,1.483
31.648338,-0.9647,-1.1559,-0.0419,1.506
31.650432,-0.8249,-1.4348,-0.1768,1.664
31.653193,-0.6629,-1.6557,0.5269,1.860
31.655589,-0.5427,-1.7004,0.3238,1.814
31.658206,-0.4372,-1.7708,0.1021,1.827
31.660523,-0.4158,-1.9323,-0.3972,2.016
31.663269,-0.4150,-2.0886,-0.4232,2.171
31.665711,-0.4402,-2.2410,-0.3482,2.310
31.667949,-0.4532,-2.4383,-0.2397,2.492
31.670907,-0.5243,-2.6646,-0.0964,2.717
31.672984,-0.5964,-2.9329,0.0279,2.993
31.675579,-0.7317,-3.2459,0.2339,3.336
31.677921,-0.8715,-3.5812,0.5665,3.729
31.680516,-0.9955,-3.9014,0.9509,4.137
31.683013,-1.0856,-4.1429,1.2603,4.464
31.685361,-1.0568,-4.3071,1.3954,4.649
31.689755,-0.8918,-4.3369,1.3314,4.624
31.691273,-0.7024,-4.2482,1.1320,4.452
31.694962,-0.5734,-3.9884,0.9888,4.149
31.696347,-0.4879,-3.5905,0.9614,3.749
31.698285,-0.3882,-3.2144,0.8991,3.360
31.700677,-0.2430,-2.8777,0.7600,2.986
31.703142,0.0052,-2.5602,0.6818,2.649
31.705767,0.1944,-2.2566,0.5948,2.342
31.709628,0.3544,-2.0030,0.5166,2.099
31.710964,0.5358,-1.7828,0.4753,1.921
31.713378,0.6966,-1.6079,0.4374,1.806
31.717073,0.8533,-1.4578,0.4101,1.738
31.718337,1.0057,-1.3267,0.3837,1.708
31.722022,1.1206,-1.2216,0.3162,1.688
31.723266,1.1942,-1.1286,0.2498,1.662
31.727054,1.2587,-1.0224,0.2114,1.635
31.728310,1.2692,-0.9328,0.1268,1.580
31.732187,1.2687,-0.8416,0.0515,1.523
31.733486,1.2716,-0.7463,-0.0463,1.475
31.737187,1.2767,-0.6633,-0.0994,1.442
31.738364,1.2829,-0.6027,-0.1817,1.429
31.742166,1.2678,-0.5308,-0.2026,1.389
31.743288,1.2520,-0.4683,-0.1563,1.346
31.747178,1.2322,-0.4068,-0.1436,1.306
31.748450,1.1778,-0.3734,-0.1444,1.244
31.752279,1.1688,-0.3145,-0.1040,1.215
31.753422,1.1240,-0.2847,-0.0926,1.163
31.757222,1.0695,-0.2583,-0.0820,1.103
31.758358,1.0321,-0.2265,-0.0647,1.059
31.762192,0.9987,-0.2109,-0.0463,1.022
31.763463,0.9461,-0.2109,-0.0337,0.970
31.765799,0.9276,-0.1928,-0.0055,0.947
31.768231,0.9038,-0.1977,0.0562,0.927
31.772203,0.8767,-0.2080,0.1435,0.912
31.773363,0.8210,-0.2182,0.2368,0.882
31.775970,0.7692,-0.2534,0.3265,0.873
31.778112,0.6863,-0.3042,0.4049,0.853
31.780648,0.6203,-0.3580,0.4809,0.863
31.783130,0.5374,-0.4196,0.5340,0.866
31.785593,0.4458,-0.4976,0.5618,0.873
31.788114,0.3500,-0.5850,0.6100,0.915
31.790682,0.2464,-0.6845,0.6214,0.957
31.793095,0.1629,-0.7903,0.6300,1.024
31.797062,0.0861,-0.9184,0.6317,1.118
31.798418,0.0220,-1.0445,0.6468,1.229
31.800652,-0.0404,-1.1745,0.6430,1.340
31.803345,-0.0917,-1.3077,0.6713,1.473
31.805577,-0.1431,-1.4426,0.6857,1.604
31.809554,-0.1702,-1.5678,0.6848,1.719
31.810683,-0.2093,-1.6985,0.6853,1.843
31.814840,-0.2219,-1.8134,0.6860,1.951
31.815864,-0.2393,-1.9309,0.6887,2.064
31.820304,-0.2843,-2.0744,0.7351,2.219
31.821548,-0.3156,-2.2058,0.7749,2.359
31.823413,-0.3708,-2.3368,0.8448,2.512
31.825893,-0.4121,-2.4844,0.8930,2.672
31.829934,-0.4527,-2.6100,0.8977,2.797
31.831284,-0.4966,-2.7300,0.8639,2.906
31.834767,-0.5480,-2.8197,0.8509,2.996
31.836029,-0.6126,-2.9078,0.8451,3.089
31.839990,-0.6578,-2.9728,0.8556,3.163
31.840912,-0.7103,-2.9805,0.8700,3.185
31.843345,-0.7198,-2.9488,0.8588,3.155
31.845856,-0.6927,-2.8661,0.8148,3.059
32.252847,-0.6465,-2.7426,0.7486,2.915
32.255644,-0.6117,-2.6081,0.7031,2.770
32.256795,-0.5919,-2.4632,0.6738,2.621
32.257887,-0.5700,-2.3195,0.6222,2.468
32.258782,-0.5786,-2.1863,0.5711,2.333
32.259561,-0.6228,-2.0868,0.5063,2.236
32.260302,-0.6723,-2.0010,0.4374,2.156
32.260841,-0.7394,-1.9231,0.4059,2.100
32.261586,-0.7799,-1.8446,0.3763,2.038
32.262051,-0.8361,-1.7493,0.3155,1.964
32.263046,-0.8701,-1.6741,0.2458,1.903
32.263761,-0.8435,-1.5585,0.1850,1.782
32.265187,-0.7382,-1.4108,0.0606,1.593
32.266010,-0.6958,-1.2571,-0.1803,1.448
32.267013,-0.6697,-1.1283,-0.3513,1.358
32.279678,-0.6827,-1.0105,-0.4762,1.309
32.283810,-0.7574,-0.9418,-0.5200,1.316
32.284817,-0.8351,-0.9003,-0.5908,1.363
32.285514,-1.0448,-0.8881,-0.7585,1.567
32.286626,-1.3166,-0.9115,-0.8956,1.835
32.287657,-1.6133,-0.9676,-1.0417,2.150
32.288293,-1.9671,-1.0704,-1.2828,2.581
32.288876,-0.4020,-0.7118,0.3265,0.880
32.289442,-0.4057,-0.7185,0.3323,0.890
32.289996,-0.4174,-0.7202,0.3059,0.887
32.290648,-0.4221,-0.7216,0.2728,0.879
32.291286,-0.4129,-0.7199,0.2419,0.864
32.291855,-0.3972,-0.7080,0.2178,0.840
32.292401,-0.3747,-0.7129,0.1857,0.826
32.292979,-0.3412,-0.7001,0.1573,0.795
32.293549,-0.3330,-0.6960,0.1163,0.780
32.294102,-0.3019,-0.6972,0.0892,0.765
32.294747,-0.2738,-0.6948,0.0606,0.749
32.295302,-0.2433,-0.6836,0.0210,0.726
32.295907,-0.2122,-0.6710,-0.0270,0.704
32.296554,-0.1985,-0.6557,-0.0573,0.687
32.297134,-0.1467,-0.6310,-0.1246,0.660
32.297708,-0.1201,-0.6205,-0.1776,0.656
32.298308,-0.0756,-0.6048,-0.2184,0.647
32.298961,-0.0443,-0.5804,-0.2790,0.645
32.299625,-0.0264,-0.5584,-0.3100,0.639
32.300132,0.0145,-0.5422,-0.3541,0.648
32.300643,0.0385,-0.5286,-0.3787,0.651
32.301139,0.0665,-0.5027,-0.4181,0.657
32.301644,0.0886,-0.4851,-0.4366,0.659
32.302127,0.1182,-0.4597,-0.4552,0.658
