time,gFx,gFy,gFz,TgF
8.892847,0.8882,-0.6684,0.0694,1.114
8.895343,0.8615,-0.6493,0.1471,1.089
8.897775,0.8449,-0.6430,0.2109,1.082
8.900406,0.8060,-0.6232,0.2842,1.058
8.902811,0.7843,-0.6165,0.3409,1.054
8.905284,0.7347,-0.6092,0.4233,1.044
8.907926,0.7086,-0.6004,0.4841,1.047
8.910327,0.6909,-0.5911,0.5455,1.060
8.913002,0.6511,-0.5899,0.6029,1.066
8.915390,0.5935,-0.5906,0.6743,1.075
8.918097,0.5353,-0.5894,0.7386,1.086
8.920418,0.4728,-0.5902,0.8043,1.104
8.922865,0.4138,-0.5985,0.8828,1.144
8.925387,0.3517,-0.5997,0.9611,1.186
8.927883,0.2869,-0.6107,1.0279,1.230
8.930287,0.2203,-0.6119,1.0958,1.274
8.932597,0.1807,-0.6195,1.1433,1.313
8.935166,0.1066,-0.6151,1.1841,1.339
8.937523,0.0434,-0.6244,1.2251,1.376
8.940005,-0.0191,-0.6368,1.2456,1.399
8.942489,-0.0565,-0.6405,1.2454,1.402
8.944992,-0.1015,-0.6535,1.2209,1.389
8.947493,-0.1428,-0.6466,1.1892,1.361
8.949996,-0.1811,-0.6473,1.1543,1.336
8.952635,-0.2205,-0.6466,1.1107,1.304
8.955284,-0.2640,-0.6428,1.0787,1.283
8.957812,-0.2782,-0.6298,1.0467,1.253
8.960286,-0.2931,-0.6205,0.9919,1.206
8.962754,-0.2878,-0.6195,0.9551,1.174
8.965181,-0.2885,-0.5985,0.9071,1.124
8.967733,-0.2850,-0.5846,0.8495,1.070
8.970273,-0.2992,-0.5757,0.8013,1.031
8.972781,-0.2987,-0.5657,0.7722,1.003
8.975220,-0.3358,-0.5552,0.7368,0.982
8.977716,-0.3403,-0.5330,0.6860,0.933
8.980216,-0.3608,-0.5230,0.6571,0.914
8.982755,-0.3559,-0.5086,0.5995,0.863
8.985156,-0.3617,-0.4865,0.5394,0.811
8.987616,-0.3584,-0.4790,0.5030,0.782
8.990074,-0.3503,-0.4597,0.4453,0.730
8.992664,-0.3419,-0.4364,0.4462,0.712
8.995110,-0.3356,-0.4169,0.4304,0.687
8.997787,-0.3549,-0.3979,0.4259,0.682
9.000219,-0.3493,-0.3788,0.4397,0.677
9.002726,-0.3532,-0.3719,0.4602,0.689
9.005169,-0.3407,-0.3636,0.4961,0.703
9.007782,-0.3603,-0.3693,0.5184,0.731
9.010194,-0.3589,-0.3607,0.5741,0.767
9.012873,-0.3722,-0.3546,0.6186,0.804
9.015128,-0.3822,-0.3409,0.6659,0.840
9.017701,-0.4038,-0.3374,0.7036,0.879
9.020354,-0.4339,-0.3329,0.7447,0.924
9.022909,-0.4360,-0.3311,0.7505,0.929
9.025497,-0.4551,-0.3502,0.7451,0.941
9.028131,-0.4764,-0.3812,0.7178,0.942
9.030714,-0.4871,-0.3935,0.7121,0.948
9.033046,-0.5120,-0.4287,0.6987,0.966
9.035505,-0.5292,-0.4538,0.6904,0.981
9.037926,-0.5453,-0.4897,0.6745,0.996
9.040439,-0.5570,-0.4988,0.6689,1.003
9.043029,-0.5812,-0.5379,0.6513,1.025
9.045610,-0.5928,-0.5608,0.6464,1.041
9.048275,-0.6294,-0.5878,0.6109,1.056
9.050664,-0.6585,-0.6290,0.6049,1.093
9.053987,-0.7054,-0.6545,0.5794,1.123
9.056626,-0.7422,-0.6799,0.5447,1.144
9.057872,-0.7939,-0.7180,0.4518,1.162
9.060685,-0.8796,-0.7539,0.2891,1.194
9.062844,-0.9551,-0.7698,0.1016,1.231
9.065555,-1.0432,-0.7861,-0.0272,1.306
9.068123,-1.1218,-0.8089,-0.0491,1.384
9.071729,-1.1639,-0.8334,-0.0749,1.433
9.073028,-1.1944,-0.8539,-0.0454,1.469
9.075630,-1.2335,-0.8779,-0.0223,1.514
9.078097,-1.2682,-0.8981,-0.0172,1.554
9.080751,-1.2988,-0.9277,-0.0018,1.596
9.084229,-1.3251,-0.9526,0.0430,1.633
9.086096,-1.3430,-0.9756,0.0386,1.660
9.089302,-1.3545,-1.0022,0.0462,1.686
9.090731,-1.3633,-1.0222,0.0623,1.705
9.094456,-1.3584,-1.0359,0.0880,1.711
9.095807,-1.3379,-1.0545,0.1021,1.707
9.099528,-1.3176,-1.0648,0.1172,1.698
9.100752,-1.2953,-1.0723,0.1205,1.686
9.103084,-1.2804,-1.0965,0.1400,1.692
9.106962,-1.2501,-1.1288,0.1552,1.691
9.108251,-1.2301,-1.1550,0.1407,1.693
9.112011,-1.2266,-1.1982,0.1302,1.720
9.112964,-1.1900,-1.2402,0.0997,1.722
9.115486,-1.1304,-1.2803,0.0904,1.710
9.117873,-1.0859,-1.3214,0.0496,1.711
9.120553,-1.0644,-1.3800,-0.0244,1.743
9.123261,-1.0226,-1.4257,-0.0617,1.756
9.125753,-0.9884,-1.4619,-0.0845,1.767
9.128123,-0.9549,-1.4954,-0.0933,1.777
9.130440,-0.9048,-1.5186,-0.1018,1.771
9.133136,-0.8774,-1.5529,-0.1231,1.788
9.135559,-0.8420,-1.5477,-0.1155,1.766
9.138002,-0.8176,-1.5362,-0.0894,1.743
9.140439,-0.8034,-1.5017,-0.0764,1.705
9.143078,-0.7976,-1.4672,-0.0637,1.671
9.145480,-0.7655,-1.4248,-0.0293,1.618
9.217206,-0.7443,-1.3563,-0.0207,1.547
9.218038,-0.7056,-1.2931,-0.0036,1.473
9.219277,-0.6357,-1.2204,0.0464,1.377
9.220189,-0.5663,-1.1477,0.0723,1.282
9.220779,-0.4982,-1.0846,0.0985,1.198
9.221273,-0.4141,-1.0428,0.1549,1.133
9.221759,-0.3290,-1.0059,0.2150,1.080
9.222216,-0.2571,-0.9756,0.2395,1.037
9.222745,-0.1646,-0.9445,0.2954,1.003
9.223176,-0.0565,-0.9438,0.3419,1.005
9.223604,0.0260,-0.9233,0.3523,0.989
9.224018,0.1032,-0.9110,0.3374,0.977
9.224461,0.1699,-0.9047,0.2966,0.967
9.224873,0.2210,-0.8989,0.2517,0.959
9.225284,0.2794,-0.8903,0.2009,0.955
9.225718,0.3041,-0.8835,0.1647,0.949
9.226140,0.3146,-0.8966,0.1370,0.960
9.226662,0.3214,-0.9106,0.1224,0.973
9.227092,0.3055,-0.9372,0.0943,0.990
9.227507,0.2682,-0.9485,0.0794,0.989
9.227914,0.2161,-0.9851,0.0474,1.010
9.228328,0.1538,-1.0186,0.0389,1.031
9.228740,-0.0220,-1.1058,0.0794,1.109
9.230110,-0.0761,-1.1408,0.0931,1.147
9.230704,-0.1369,-1.1738,0.1156,1.187
9.231139,-0.1867,-1.2006,0.1217,1.221
9.231584,-0.2107,-1.2307,0.1307,1.255
9.232333,-0.2574,-1.2588,0.1232,1.291
9.232857,-0.2918,-1.2879,0.1310,1.327
9.233288,-0.3305,-1.3182,0.1307,1.365
9.233705,-0.3628,-1.3358,0.1212,1.389
9.234620,-0.3840,-1.3590,0.1261,1.418
9.235521,-0.4085,-1.3742,0.1221,1.439
9.236143,-0.4180,-1.3881,0.1109,1.454
9.237876,-0.4376,-1.4052,0.0878,1.474
9.240591,-0.4446,-1.4260,0.0892,1.496
9.243143,-0.4465,-1.4378,0.0633,1.507
9.245471,-0.4348,-1.4490,0.0210,1.513
9.248075,-0.4267,-1.4732,-0.0031,1.534
9.250582,-0.4383,-1.4898,-0.0376,1.553
9.253027,-0.4160,-1.5028,-0.0365,1.560
9.255481,-0.4011,-1.5159,-0.0055,1.568
9.257967,-0.3759,-1.5054,0.0176,1.552
9.260487,-0.3520,-1.4961,0.0657,1.538
9.263024,-0.3314,-1.4858,0.1034,1.526
9.265504,-0.3342,-1.4814,0.1584,1.527
9.268423,-0.3265,-1.4802,0.2090,1.530
9.270846,-0.3144,-1.4724,0.2493,1.526
9.272949,-0.3230,-1.4612,0.2898,1.524
9.275715,-0.3119,-1.4612,0.3174,1.528
9.277877,-0.3312,-1.4511,0.3521,1.530
9.280650,-0.3566,-1.4380,0.3952,1.533
9.283253,-0.3620,-1.4238,0.4331,1.532
9.285476,-0.3982,-1.4118,0.4714,1.541
9.288377,-0.4187,-1.3824,0.5132,1.533
9.291190,-0.4586,-1.3730,0.5584,1.551
9.293180,-0.4854,-1.3376,0.6137,1.550
9.295696,-0.5269,-1.3262,0.6361,1.562
9.298254,-0.5568,-1.3069,0.6435,1.560
9.300862,-0.5717,-1.2913,0.6468,1.553
9.303110,-0.5912,-1.2664,0.6303,1.533
9.305965,-0.5907,-1.2334,0.5846,1.487
9.308034,-0.5981,-1.2132,0.5526,1.461
9.310839,-0.5824,-1.1874,0.5027,1.415
9.312995,-0.5947,-1.1559,0.4924,1.390
9.315850,-0.6120,-1.1271,0.4707,1.366
9.317963,-0.6274,-1.1046,0.4841,1.359
9.320937,-0.6431,-1.0770,0.4958,1.349
9.322908,-0.6665,-1.0480,0.4897,1.335
9.325663,-0.6965,-1.0203,0.5047,1.335
9.327966,-0.7132,-1.0024,0.4849,1.322
9.330855,-0.7328,-0.9814,0.4876,1.318
9.333009,-0.7443,-0.9643,0.4716,1.306
9.335626,-0.7757,-0.9558,0.4658,1.316
9.338042,-0.7988,-0.9316,0.4518,1.308
9.340408,-0.8300,-0.9171,0.4392,1.313
9.343058,-0.8626,-0.8977,0.4196,1.314
9.345590,-0.8774,-0.8871,0.4010,1.311
9.347841,-0.9202,-0.8719,0.3768,1.323
9.350390,-0.9449,-0.8595,0.3670,1.329
9.352875,-0.9810,-0.8470,0.3436,1.341
9.355532,-1.0057,-0.8253,0.3326,1.343
9.358243,-1.0380,-0.8234,0.3043,1.359
9.360894,-1.0516,-0.8206,0.2681,1.361
9.363198,-1.0683,-0.8148,0.2522,1.367
9.365599,-1.0842,-0.8089,0.2097,1.369
9.368198,-1.1082,-0.8143,0.1806,1.387
9.370918,-1.1365,-0.8155,0.1545,1.407
9.373090,-1.1382,-0.8204,0.1330,1.409
9.375596,-1.1308,-0.8129,0.1053,1.397
9.378395,-1.1301,-0.8059,0.0792,1.390
9.380585,-1.1245,-0.7954,0.0398,1.378
9.382976,-1.1157,-0.7903,0.0149,1.367
9.385402,-1.0977,-0.7969,-0.0176,1.357
9.387932,-1.0583,-0.7820,-0.0417,1.317
9.390430,-1.0414,-0.7644,-0.0654,1.293
9.392876,-1.0197,-0.7568,-0.0822,1.273
9.395520,-0.9791,-0.7461,-0.1072,1.236
9.397971,-0.9491,-0.7583,-0.1673,1.226
9.400550,-0.9178,-0.7607,-0.2567,1.219
9.403005,-0.8784,-0.7654,-0.4564,1.251
9.405498,-0.8291,-0.7793,-0.7120,1.342
9.408033,-0.7701,-0.7938,-1.0119,1.499
9.410643,-0.6680,-0.8248,-1.4079,1.763
9.414492,-0.5686,-0.8402,-1.7635,2.034
9.415642,-0.4959,-0.8495,-1.7363,1.996
9.418155,-0.4730,-0.8397,-1.6119,1.878
9.422145,-0.5136,-0.8194,-1.4017,1.703
9.423215,-0.5842,-0.7982,-1.2199,1.571
9.425545,-0.6695,-0.7922,-1.0522,1.478
9.428027,-0.7420,-0.7747,-0.9076,1.405
9.430733,-0.8034,-0.7554,-0.7905,1.357
9.433016,-0.8100,-0.7221,-0.6871,1.284
9.435667,-0.8107,-0.6901,-0.6162,1.230
9.438015,-0.7709,-0.6573,-0.5451,1.150
9.440809,-0.7268,-0.6202,-0.4809,1.070
9.443223,-0.6727,-0.5816,-0.4356,0.990
9.445567,-0.6073,-0.5454,-0.3665,0.895
9.448211,-0.5497,-0.5122,-0.3168,0.815
9.450707,-0.5022,-0.4819,-0.2676,0.746
9.453254,-0.4481,-0.4702,-0.2164,0.685
9.455699,-0.4109,-0.4623,-0.1800,0.644
9.458158,-0.3904,-0.4548,-0.1468,0.617
9.460731,-0.3752,-0.4186,-0.1011,0.571
9.463104,-0.3561,-0.4113,-0.0659,0.548
9.465658,-0.3437,-0.3988,-0.0309,0.527
9.468271,-0.3312,-0.3807,0.0228,0.505
9.470793,-0.3265,-0.3576,0.0408,0.486
9.473397,-0.3095,-0.3478,0.0711,0.471
9.476083,-0.2948,-0.3120,0.1041,0.442
9.478125,-0.2818,-0.2986,0.1330,0.432
9.480632,-0.2829,-0.2661,0.1481,0.416
9.483844,-0.2594,-0.2500,0.1554,0.392
9.485608,-0.2599,-0.2182,0.1762,0.382
9.488239,-0.2452,-0.2026,0.1882,0.370
9.490913,-0.2533,-0.1689,0.1838,0.356
9.494846,-0.2337,-0.1537,0.1896,0.338
9.495823,-0.2335,-0.1251,0.1813,0.321
9.498237,-0.2284,-0.1119,0.1701,0.306
9.500974,-0.1731,-0.0990,0.1568,0.254
9.504642,-0.1448,-0.0909,0.1430,0.223
9.505716,-0.1396,-0.0650,0.1249,0.198
9.509667,-0.1282,-0.0554,0.1246,0.187
9.511101,-0.1154,-0.0386,0.1227,0.173
9.513528,-0.1040,-0.0134,0.0974,0.143
9.515800,-0.1028,0.0018,0.0885,0.136
9.518359,-0.0937,0.0127,0.0816,0.125
9.522185,-0.1015,0.0216,0.0603,0.120
9.523361,-0.1210,0.0258,0.0389,0.130
9.525694,-0.1068,0.0368,0.0438,0.121
9.528249,-0.1076,0.0417,0.0379,0.121
9.530945,-0.1259,0.0584,0.0264,0.141
9.533383,-0.1177,0.0537,0.0186,0.131
9.535669,-0.1426,0.0366,0.0147,0.148
9.538348,-0.1565,0.0510,0.0266,0.167
9.540687,-0.1699,0.0496,0.0382,0.181
9.543186,-0.1907,0.0334,0.0543,0.201
9.545816,-0.2158,0.0309,0.0620,0.227
9.548334,-0.2545,0.0036,0.0769,0.266
9.551026,-0.3176,-0.0303,0.0829,0.330
9.553730,-0.4104,-0.0921,0.1107,0.435
9.555919,-0.5128,-0.1657,0.1178,0.552
9.558379,-0.5924,-0.2570,0.1083,0.655
9.562369,-0.6487,-0.3470,0.0567,0.738
9.563453,-0.6853,-0.4567,0.0200,0.824
9.567531,-0.7068,-0.5591,-0.0158,0.901
9.568349,-0.7413,-0.6452,-0.0373,0.983
9.571164,-0.7662,-0.7349,-0.0782,1.065
9.573435,-0.8119,-0.8285,-0.1686,1.172
9.575799,-0.8923,-0.9352,-0.3347,1.335
9.578304,-0.9791,-1.0608,-0.4829,1.522
9.582258,-1.0597,-1.1948,-0.6493,1.724
9.583641,-1.1746,-1.3304,-0.7334,1.920
9.585762,-1.2171,-1.4536,-0.6969,2.020
9.588615,-1.2264,-1.5621,-0.6824,2.100
9.590946,-1.2963,-1.7144,-0.6072,2.233
9.593614,-1.3342,-1.8470,-0.5796,2.351
9.596080,-1.3093,-1.9710,-0.5691,2.434
9.600035,-1.4305,-2.1809,-0.5449,2.665
9.601266,-1.4344,-2.3456,-0.5227,2.799
9.604499,-1.4324,-2.4889,-0.5132,2.917
9.606183,-1.4351,-2.6186,-0.4736,3.023
9.609766,-1.3946,-2.7882,-0.4361,3.148
9.611037,-1.3440,-2.8952,-0.4139,3.219
9.614963,-1.2960,-2.9935,-0.4193,3.289
9.616286,-1.2294,-3.0819,-0.4063,3.343
9.619871,-1.1732,-3.1534,-0.4061,3.389
9.621135,-1.0905,-3.2039,-0.4119,3.409
9.623664,-1.0048,-3.2631,-0.4291,3.441
9.625850,-0.9327,-3.3109,-0.4389,3.468
9.628520,-0.8586,-3.3412,-0.4127,3.474
9.630960,-0.7689,-3.3505,-0.3912,3.460
9.633337,-0.6829,-3.3691,-0.3073,3.451
9.635911,-0.5924,-3.3762,-0.1859,3.433
9.638896,-0.4994,-3.3515,-0.1160,3.391
9.641041,-0.3696,-3.3083,-0.1278,3.331
9.643455,-0.2259,-3.2487,-0.1255,3.259
9.645898,-0.0721,-3.1788,-0.1077,3.181
9.648484,0.0636,-3.0798,-0.1108,3.082
9.651256,0.2228,-2.9696,-0.1612,2.982
9.653393,0.3682,-2.8314,-0.2404,2.865
9.655924,0.5451,-2.6848,-0.3366,2.760
9.658332,0.7137,-2.5316,-0.4235,2.664
9.660893,0.8298,-2.3733,-0.4914,2.562
9.663389,0.8887,-2.2051,-0.5119,2.432
9.665897,0.9224,-2.0382,-0.5031,2.293
9.668704,0.9190,-1.8989,-0.4420,2.155
9.671141,0.9048,-1.7762,-0.3795,2.029
9.673482,0.9092,-1.6584,-0.2704,1.910
9.676158,0.8640,-1.5634,-0.2103,1.799
9.678452,0.8214,-1.4734,-0.1735,1.696
9.681059,0.7823,-1.4038,-0.1380,1.613
9.683548,0.7464,-1.3563,-0.1020,1.552
9.686005,0.7212,-1.3074,-0.0473,1.494
9.688563,0.6865,-1.2576,-0.0351,1.433
9.691258,0.6377,-1.2400,-0.0341,1.395
9.693455,0.5793,-1.2305,-0.0041,1.360
9.695917,0.5255,-1.2221,0.0139,1.330
9.698677,0.4681,-1.2165,0.0193,1.304
9.701117,0.4192,-1.2109,0.0237,1.282
9.703527,0.3708,-1.2023,0.0171,1.258
9.705946,0.3444,-1.1946,0.0415,1.244
9.708377,0.2713,-1.1777,0.0579,1.210
9.711113,0.2037,-1.1804,0.0777,1.200
9.713537,0.1371,-1.1740,0.1146,1.188
9.715961,0.0443,-1.1720,0.1249,1.180
9.719188,-0.0155,-1.1831,0.1363,1.191
9.720958,-0.0907,-1.1918,0.1165,1.201
9.723361,-0.1727,-1.1841,0.1281,1.203
9.726073,-0.2198,-1.1921,0.1307,1.219
9.728280,-0.3088,-1.1926,0.1337,1.239
9.730820,-0.3926,-1.2065,0.1263,1.275
9.733406,-0.4873,-1.2176,0.1354,1.318
9.737078,-0.5842,-1.2256,0.1324,1.364
9.738485,-0.7142,-1.2219,0.1440,1.423
9.740809,-0.8146,-1.2207,0.1524,1.475
9.743745,-0.8994,-1.2190,0.1573,1.523
9.747409,-1.0202,-1.2087,0.1826,1.592
9.748436,-1.0597,-1.1943,0.1884,1.608
9.752594,-1.1035,-1.1657,0.1757,1.615
9.753821,-1.1460,-1.1464,0.1703,1.630
9.757487,-1.1898,-1.1090,0.1677,1.635
9.759007,-1.2084,-1.0738,0.1826,1.627
9.761050,-1.1924,-1.0220,0.1845,1.581
9.764627,-1.1881,-0.9778,0.1664,1.548
9.765949,-1.1817,-0.9280,0.1571,1.511
9.769919,-1.1541,-0.8815,0.1463,1.460
9.771043,-1.1423,-0.8267,0.1479,1.418
9.773618,-1.1218,-0.7703,0.1422,1.368
9.775963,-1.1096,-0.7258,0.1347,1.333
9.780110,-1.0563,-0.6691,0.1461,1.259
9.781325,-1.0052,-0.6244,0.1344,1.191
9.784839,-0.9212,-0.5976,0.1302,1.106
9.786201,-0.8198,-0.5789,0.1080,1.009
9.789852,-0.7479,-0.5778,0.1021,0.951
9.791035,-0.6814,-0.6009,0.0885,0.913
9.793458,-0.6289,-0.6283,0.0718,0.892
9.795981,-0.5793,-0.6640,0.0689,0.884
9.798462,-0.5409,-0.7016,0.0664,0.888
9.801046,-0.5008,-0.7285,0.0850,0.888
9.803820,-0.4642,-0.7470,0.0899,0.884
9.807540,-0.4236,-0.7635,0.0865,0.877
9.808702,-0.3706,-0.7703,0.0858,0.859
9.811243,-0.3319,-0.7730,0.1027,0.847
9.813388,-0.2860,-0.7630,0.0927,0.820
9.816188,-0.2438,-0.7519,0.0965,0.796
9.818977,-0.1972,-0.7430,0.1090,0.776
9.821017,-0.1504,-0.7195,0.1209,0.745
9.823640,-0.0993,-0.6931,0.1214,0.711
9.825968,-0.0536,-0.6731,0.1224,0.686
9.829174,0.0050,-0.6542,0.1168,0.665
9.831345,0.0560,-0.6273,0.1097,0.639
9.833455,0.1010,-0.6083,0.1232,0.629
9.836068,0.1501,-0.5780,0.1237,0.610
9.838739,0.1860,-0.5528,0.1354,0.599
9.841161,0.2254,-0.5281,0.1432,0.592
9.843602,0.2508,-0.5081,0.1479,0.586
9.846105,0.2764,-0.4758,0.1517,0.571
9.850152,0.2882,-0.4436,0.1650,0.554
9.851250,0.2953,-0.4222,0.1561,0.538
9.855257,0.3063,-0.3949,0.1645,0.526
9.856185,0.3139,-0.3678,0.1620,0.510
9.858888,0.3080,-0.3485,0.1710,0.495
9.862647,0.3019,-0.3150,0.1659,0.467
9.863791,0.3016,-0.2881,0.1601,0.447
9.867577,0.3102,-0.2700,0.1581,0.441
9.868604,0.2878,-0.2412,0.1889,0.420
9.871351,0.2760,-0.2292,0.1926,0.407
9.875274,0.2772,-0.2029,0.1796,0.388
9.876189,0.2587,-0.1810,0.1771,0.362
9.878821,0.2540,-0.1666,0.1884,0.357
9.881312,0.2471,-0.1414,0.1913,0.343
9.883525,0.2393,-0.1424,0.1855,0.335
9.886059,0.2328,-0.1156,0.1884,0.321
9.888694,0.2359,-0.1016,0.1743,0.310
9.891455,0.2200,-0.0885,0.1664,0.290
9.895149,0.1912,-0.0784,0.1547,0.258
9.896290,0.1474,-0.0782,0.1503,0.225
9.898845,0.1264,-0.0680,0.1381,0.199
9.901157,0.0776,-0.0794,0.1388,0.178
9.905032,0.0353,-0.0743,0.1178,0.144
9.906369,-0.0047,-0.0841,0.1230,0.149
9.910193,-0.0223,-0.0838,0.1007,0.133
9.911322,-0.0614,-0.0841,0.0520,0.116
9.915263,-0.1012,-0.1053,0.0122,0.147
9.916513,-0.1347,-0.1104,-0.0244,0.176
9.920186,-0.1912,-0.1214,-0.0584,0.234
9.921198,-0.2589,-0.1417,-0.0505,0.299
9.925045,-0.2911,-0.1463,-0.0773,0.335
9.926360,-0.3617,-0.1661,-0.0624,0.403
9.930213,-0.4336,-0.1764,-0.0468,0.470
9.931238,-0.5080,-0.1855,-0.0263,0.541
9.933782,-0.5756,-0.1940,-0.0209,0.608
9.937585,-0.6523,-0.2023,0.0073,0.683
9.938977,-0.7076,-0.2082,0.0058,0.738
9.941716,-0.7921,-0.2229,0.0254,0.823
9.943949,-0.8324,-0.2097,0.0361,0.859
9.946434,-0.8860,-0.2157,0.0594,0.914
9.949153,-0.9542,-0.2280,0.0955,0.986
9.951402,-0.9931,-0.2253,0.1239,1.026
9.954168,-1.0274,-0.2214,0.1452,1.061
9.956347,-1.0390,-0.2150,0.2136,1.082
9.959773,-1.0432,-0.2104,0.3077,1.108
9.961178,-1.0395,-0.2138,0.3548,1.119
9.963826,-1.0348,-0.2118,0.4064,1.132
9.966348,-1.0383,-0.2216,0.4711,1.161
9.969328,-1.0062,-0.2194,0.4893,1.140
9.971450,-0.9933,-0.2243,0.5093,1.139
9.973665,-0.9789,-0.2197,0.5030,1.122
9.976553,-0.9679,-0.2126,0.4876,1.104
9.978744,-0.9256,-0.2055,0.4521,1.050
9.981110,-0.8718,-0.1936,0.3863,0.973
9.983622,-0.7843,-0.1754,0.3038,0.859
9.986438,-0.7007,-0.1728,0.1997,0.749
9.988686,-0.6220,-0.1859,0.0972,0.656
9.991188,-0.5558,-0.1977,-0.0155,0.590
9.993599,-0.5043,-0.2253,-0.0918,0.560
9.996459,-0.4493,-0.2509,-0.1590,0.539
9.998689,-0.3989,-0.2705,-0.2189,0.529
10.001219,-0.3637,-0.3018,-0.2543,0.537
10.003811,-0.3249,-0.3414,-0.2858,0.551
10.006069,-0.2869,-0.3824,-0.3333,0.583
10.008631,-0.2797,-0.4210,-0.3580,0.619
10.011157,-0.2543,-0.4643,-0.3870,0.656
10.013502,-0.2797,-0.5151,-0.4371,0.731
10.016090,-0.2671,-0.5708,-0.5009,0.805
10.018769,-0.2415,-0.6848,-0.5915,0.937
10.020975,-0.1963,-0.8732,-0.6544,1.109
10.023855,-0.1511,-1.1400,-0.6192,1.306
10.026187,-0.1040,-1.4052,-0.5843,1.525
10.028596,-0.1545,-1.5881,-0.4540,1.659
10.031038,-0.2364,-1.7016,-0.3860,1.761
10.033525,-0.3188,-1.7459,-0.2521,1.793
10.036233,-0.3342,-1.7757,-0.2005,1.818
10.038713,-0.3368,-1.8251,-0.1654,1.863
10.041225,-0.3388,-1.8984,-0.1028,1.931
10.044841,-0.3298,-1.9617,-0.0365,1.990
10.046240,-0.3209,-2.0478,0.0620,2.074
10.049048,-0.2745,-2.1298,0.1528,2.153
10.051327,-0.2347,-2.2019,0.2595,2.230
10.053802,-0.1692,-2.2806,0.3681,2.316
10.056275,-0.1254,-2.3283,0.4685,2.378
10.059068,-0.0739,-2.3671,0.5369,2.428
10.061350,-0.0196,-2.3982,0.5415,2.459
10.063838,0.0292,-2.3984,0.5164,2.454
10.066480,0.0719,-2.3749,0.4641,2.421
10.068873,0.1133,-2.3083,0.4169,2.348
10.071318,0.1452,-2.2051,0.3519,2.238
10.073775,0.1648,-2.0621,0.3409,2.097
10.076249,0.1941,-1.9177,0.3341,1.956
10.078879,0.2156,-1.8057,0.3448,1.851
10.081354,0.2564,-1.6939,0.3402,1.747
10.083857,0.3016,-1.5836,0.3077,1.641
10.086240,0.3381,-1.4737,0.2962,1.541
10.088805,0.4069,-1.3791,0.2840,1.466
10.091598,0.4913,-1.2911,0.3035,1.414
10.093872,0.5651,-1.2239,0.3108,1.383
10.096409,0.6267,-1.1528,0.2994,1.346
10.099033,0.6406,-1.1114,0.3020,1.318
10.101654,0.6597,-1.0613,0.2966,1.284
10.103836,0.6881,-1.0054,0.3099,1.257
10.106303,0.6968,-0.9734,0.3113,1.237
10.108678,0.6837,-0.9277,0.3040,1.192
10.111299,0.6827,-0.8886,0.3133,1.163
10.113838,0.6653,-0.8661,0.3033,1.133
10.116366,0.6489,-0.8355,0.3001,1.100
10.118997,0.6089,-0.8118,0.2913,1.056
10.121474,0.5754,-0.7945,0.2649,1.016
10.123847,0.5436,-0.7871,0.2360,0.985
10.126269,0.4847,-0.7977,0.2174,0.958
10.128653,0.4280,-0.8074,0.1708,0.930
10.131704,0.3671,-0.8262,0.1112,0.911
10.133726,0.2860,-0.8519,0.0662,0.901
10.136100,0.2291,-0.8932,0.0032,0.922
10.138633,0.1704,-0.9289,-0.0256,0.945
10.141204,0.1269,-0.9781,-0.0551,0.988
10.143714,0.0807,-1.0124,-0.0982,1.020
10.146185,0.0514,-1.0394,-0.1006,1.046
10.149000,0.0238,-1.0809,-0.1153,1.087
10.151652,-0.0079,-1.1163,-0.1040,1.121
10.154116,-0.0350,-1.1433,-0.0822,1.147
10.156317,-0.0700,-1.1708,-0.0668,1.175
10.159656,-0.0900,-1.2053,-0.0493,1.210
10.161952,-0.1173,-1.2290,-0.0200,1.235
10.163881,-0.1553,-1.2540,-0.0036,1.264
10.166172,-0.1932,-1.2782,0.0181,1.293
10.168636,-0.2315,-1.2967,0.0579,1.319
10.171146,-0.2626,-1.3094,0.0880,1.338
10.173628,-0.3034,-1.3402,0.1097,1.378
10.177418,-0.3327,-1.3710,0.1373,1.417
10.178833,-0.3615,-1.3828,0.1522,1.437
10.182929,-0.3964,-1.4157,0.1722,1.480
10.185681,-0.4314,-1.4369,0.1931,1.513
10.186717,-0.4605,-1.4514,0.2065,1.537
10.188679,-0.4852,-1.4763,0.2304,1.571
10.191329,-0.5180,-1.5064,0.2644,1.615
10.193651,-0.5353,-1.5369,0.2796,1.651
10.196077,-0.5651,-1.5557,0.2971,1.682
10.198759,-0.5924,-1.5883,0.3143,1.724
10.201371,-0.6130,-1.6012,0.3383,1.748
10.203413,-0.6367,-1.6173,0.3800,1.779
10.205906,-0.6641,-1.6228,0.4128,1.801
10.208461,-0.6872,-1.6149,0.4543,1.813
10.211045,-0.7119,-1.6207,0.4732,1.832
10.213707,-0.7268,-1.6083,0.5144,1.838
10.216221,-0.7340,-1.5993,0.5286,1.837
10.218683,-0.7489,-1.5711,0.5489,1.825
10.221145,-0.7377,-1.5392,0.5587,1.796
10.223593,-0.7506,-1.5042,0.5638,1.773
10.226105,-0.7450,-1.4629,0.5655,1.736
10.228645,-0.7320,-1.4350,0.5577,1.705
10.231088,-0.7240,-1.3844,0.5377,1.652
10.233719,-0.7217,-1.3432,0.5438,1.619
10.236136,-0.7103,-1.3029,0.5572,1.585
10.238716,-0.6927,-1.2593,0.5804,1.550
