time,gFx,gFy,gFz,TgF
32.159140,-1.4134,-1.0310,-0.9951,2.013
32.163132,-1.1817,-0.9404,-0.9403,1.779
32.164060,-1.0141,-0.8627,-0.8995,1.607
32.167761,-0.8657,-0.8136,-0.8413,1.456
32.169025,-0.7648,-0.7637,-0.7822,1.334
32.172673,-0.6678,-0.7190,-0.7362,1.227
32.173874,-0.5954,-0.6774,-0.6602,1.118
32.177769,-0.5262,-0.6344,-0.6414,1.044
32.178864,-0.4524,-0.6048,-0.6113,0.972
32.181314,-0.3882,-0.5667,-0.5796,0.899
32.183908,-0.3339,-0.5303,-0.5515,0.835
32.186456,-0.2615,-0.5076,-0.5376,0.784
32.190405,-0.1846,-0.4897,-0.5021,0.725
32.191338,-0.1017,-0.4721,-0.4599,0.667
32.193846,-0.0306,-0.4760,-0.4344,0.645
32.196243,0.0607,-0.5027,-0.4694,0.690
32.199039,0.1819,-0.5508,-0.5307,0.786
32.202998,0.2752,-0.6205,-0.5940,0.902
32.203930,0.3813,-0.7223,-0.6265,1.029
32.207921,0.4940,-0.8341,-0.6519,1.168
32.208909,0.5937,-0.9658,-0.6798,1.322
32.212658,0.6423,-1.1119,-0.6837,1.455
32.214021,0.6374,-1.2486,-0.6724,1.555
32.217958,0.6343,-1.3824,-0.6673,1.661
32.218950,0.5932,-1.4888,-0.6172,1.717
32.223093,0.5516,-1.5702,-0.5752,1.761
32.224017,0.4833,-1.6119,-0.4760,1.749
32.227914,0.4712,-1.6310,-0.3927,1.743
32.229020,0.4397,-1.6039,-0.2914,1.688
32.232583,0.4129,-1.5846,-0.2052,1.650
32.233968,0.3801,-1.5860,-0.1285,1.636
32.237926,0.3134,-1.6005,-0.0444,1.632
32.239252,0.2466,-1.6054,0.1144,1.628
32.243120,0.1758,-1.6240,0.2830,1.658
32.244034,0.1117,-1.6569,0.4744,1.727
32.247912,0.0277,-1.6760,0.7070,1.819
32.249151,-0.0333,-1.6853,0.9030,1.912
32.253005,-0.0832,-1.6855,1.0694,1.998
32.253999,-0.1611,-1.6533,1.2440,2.075
32.256749,-0.2179,-1.6277,1.3260,2.111
32.260478,-0.2347,-1.5601,1.3360,2.067
32.261608,-0.2393,-1.4553,1.2985,1.965
32.265539,-0.2058,-1.3348,1.2119,1.815
32.266588,-0.1562,-1.2114,1.0951,1.640
32.270609,-0.0949,-1.0829,0.9724,1.459
32.271555,-0.0299,-0.9604,0.8421,1.278
32.275529,0.0108,-0.8688,0.7346,1.138
32.276471,0.0446,-0.7817,0.6371,1.009
32.279171,0.0781,-0.7062,0.5447,0.895
32.283019,0.0729,-0.6581,0.5024,0.831
32.284151,0.0824,-0.6068,0.4343,0.751
32.288052,0.0553,-0.5897,0.4154,0.723
32.288986,0.0245,-0.5750,0.3788,0.689
32.292817,-0.0101,-0.5608,0.3467,0.659
32.294103,-0.0455,-0.5533,0.3080,0.635
32.297915,-0.0700,-0.5420,0.2744,0.612
32.299210,-0.1024,-0.5430,0.2302,0.599
32.303078,-0.1266,-0.5312,0.2004,0.582
32.304202,-0.1369,-0.5298,0.1564,0.569
32.308026,-0.1655,-0.5457,0.1339,0.586
32.309256,-0.1839,-0.5354,0.0985,0.575
32.313118,-0.2093,-0.5582,0.0823,0.602
32.313993,-0.2271,-0.5626,0.0836,0.612
32.318117,-0.2389,-0.5860,0.0615,0.636
32.319158,-0.2662,-0.6109,0.0611,0.669
32.323119,-0.2664,-0.6410,0.0603,0.697
32.324246,-0.2518,-0.6840,0.0337,0.730
32.326752,-0.2479,-0.7236,0.0195,0.765
32.330649,-0.2659,-0.7470,0.0037,0.793
32.331600,-0.2767,-0.7915,-0.0143,0.839
32.335695,-0.3011,-0.8274,-0.0517,0.882
32.336635,-0.3065,-0.8705,-0.0500,0.924
32.339188,-0.3393,-0.9084,-0.0272,0.970
32.343047,-0.3317,-0.9357,0.0046,0.993
32.344425,-0.3342,-0.9609,0.0643,1.019
32.346724,-0.3219,-0.9841,0.1172,1.042
32.350640,-0.3361,-1.0086,0.1552,1.074
32.351641,-0.3214,-1.0198,0.1920,1.086
32.355594,-0.3190,-1.0338,0.2263,1.105
32.357059,-0.3127,-1.0459,0.2409,1.118
32.360756,-0.2955,-1.0550,0.2437,1.122
32.361685,-0.2921,-1.0533,0.2717,1.126
32.365869,-0.2921,-1.0557,0.2740,1.129
32.366913,-0.2701,-1.0342,0.2735,1.103
32.370676,-0.2577,-1.0322,0.2830,1.101
32.371617,-0.2291,-1.0177,0.2866,1.082
32.375620,-0.1970,-0.9900,0.2894,1.050
32.376627,-0.1541,-0.9685,0.2886,1.022
32.379238,-0.1599,-0.9611,0.3180,1.025
32.383045,-0.1140,-0.9426,0.2822,0.990
32.384327,-0.0924,-0.9206,0.2649,0.962
32.386650,-0.0870,-0.9013,0.2607,0.942
32.389074,-0.0660,-0.8996,0.2632,0.940
32.391678,-0.0506,-0.8868,0.2409,0.920
32.394309,-0.0191,-0.8849,0.2579,0.922
32.396652,-0.0115,-0.8876,0.2539,0.923
32.399066,-0.0054,-0.8915,0.2661,0.930
32.401831,-0.0118,-0.9049,0.2871,0.949
32.405630,-0.0110,-0.9245,0.2681,0.963
32.406973,-0.0171,-0.9478,0.2803,0.988
32.410534,-0.0280,-0.9778,0.2822,1.018
32.411750,-0.0280,-1.0088,0.2651,1.043
32.414180,-0.0401,-1.0291,0.2561,1.061
32.416700,-0.0672,-1.0552,0.2581,1.088
32.419295,-0.0672,-1.0829,0.2395,1.111
32.421742,-0.0753,-1.1039,0.2530,1.135
32.424270,-0.0768,-1.1291,0.2214,1.153
32.426812,-0.0761,-1.1379,0.2376,1.165
32.429238,-0.0781,-1.1594,0.2444,1.187
32.431800,-0.0898,-1.1601,0.2583,1.192
32.434418,-0.0866,-1.1691,0.2586,1.200
32.436805,-0.0753,-1.1542,0.2468,1.183
32.439129,-0.0819,-1.1154,0.2488,1.146
32.441589,-0.0966,-1.0923,0.2121,1.117
32.444213,-0.1137,-1.0674,0.1999,1.092
32.446653,-0.1494,-1.0338,0.1647,1.057
32.449059,-0.1613,-0.9900,0.1386,1.013
32.451564,-0.1914,-0.9695,0.1268,0.996
32.454063,-0.2242,-0.9372,0.1181,0.971
32.456749,-0.2445,-0.9033,0.1019,0.941
32.459073,-0.2557,-0.8819,0.0848,0.922
32.461581,-0.2848,-0.8600,0.0774,0.909
32.464284,-0.2934,-0.8458,0.0577,0.897
32.466713,-0.3102,-0.8280,0.0405,0.885
32.469261,-0.3261,-0.8055,0.0264,0.869
32.473229,-0.3422,-0.7982,0.0300,0.869
32.474569,-0.3405,-0.7882,0.0161,0.859
32.478179,-0.3351,-0.7742,0.0112,0.844
32.479284,-0.3449,-0.7535,0.0212,0.829
32.483341,-0.3400,-0.7451,0.0156,0.819
32.484326,-0.3584,-0.7260,0.0127,0.810
32.486919,-0.3577,-0.7187,0.0217,0.803
32.491025,-0.3640,-0.7153,0.0308,0.803
32.491982,-0.3911,-0.7078,0.0543,0.810
32.495784,-0.3974,-0.6920,0.0692,0.801
32.496761,-0.4090,-0.6980,0.0846,0.813
32.500413,-0.4197,-0.6980,0.0941,0.820
32.501834,-0.4530,-0.7053,0.1080,0.845
32.505806,-0.4735,-0.7069,0.1288,0.861
32.506888,-0.5003,-0.7016,0.1430,0.874
32.510802,-0.5140,-0.7104,0.1591,0.891
32.511927,-0.5177,-0.7123,0.1831,0.899
32.514362,-0.5306,-0.7065,0.2150,0.909
32.516859,-0.5406,-0.7227,0.2385,0.933
32.520690,-0.5488,-0.7292,0.2654,0.950
32.521982,-0.5560,-0.7449,0.2747,0.969
32.524581,-0.5516,-0.7535,0.2842,0.976
32.527040,-0.5502,-0.7666,0.2649,0.980
32.529354,-0.5483,-0.7913,0.2656,0.999
32.533359,-0.5290,-0.7999,0.2348,0.987
32.534494,-0.5164,-0.8172,0.2253,0.993
32.538446,-0.5150,-0.8353,0.2053,1.003
32.539404,-0.4861,-0.8353,0.1892,0.985
32.543410,-0.4842,-0.8568,0.1794,1.000
32.544404,-0.4717,-0.8717,0.1828,1.008
32.548273,-0.4749,-0.8819,0.1752,1.017
32.549519,-0.4719,-0.8998,0.1843,1.033
32.553414,-0.4840,-0.9135,0.1791,1.049
32.554472,-0.4989,-0.9252,0.1931,1.069
32.558476,-0.5052,-0.9245,0.1892,1.070
32.559423,-0.5174,-0.9306,0.2018,1.084
32.563353,-0.5197,-0.9392,0.2167,1.095
32.564491,-0.5336,-0.9513,0.2292,1.115
32.566913,-0.5434,-0.9570,0.2421,1.127
32.569365,-0.5544,-0.9590,0.2500,1.136
32.573421,-0.5639,-0.9511,0.2637,1.137
32.574482,-0.5800,-0.9336,0.2654,1.131
32.578167,-0.5779,-0.9374,0.2686,1.134
32.579266,-0.5737,-0.9250,0.2724,1.122
32.581898,-0.5727,-0.9037,0.2884,1.108
32.585975,-0.5727,-0.8766,0.2945,1.088
32.587110,-0.5742,-0.8651,0.2898,1.078
32.591097,-0.5695,-0.8414,0.2798,1.054
32.592035,-0.5688,-0.8197,0.2784,1.036
32.594516,-0.5629,-0.8074,0.2610,1.018
32.596963,-0.5614,-0.7966,0.2568,1.008
32.600667,-0.5756,-0.7996,0.2321,1.012
32.602125,-0.5859,-0.7852,0.2178,1.004
32.605990,-0.5912,-0.7835,0.2078,1.003
32.608178,-0.6061,-0.7901,0.1967,1.015
32.609679,-0.6166,-0.7861,0.1811,1.015
32.612013,-0.6369,-0.7796,0.1779,1.022
32.614636,-0.6394,-0.7903,0.1596,1.029
32.617169,-0.6543,-0.7938,0.1545,1.040
32.619723,-0.6543,-0.7966,0.1486,1.042
32.622226,-0.6550,-0.8003,0.1419,1.044
32.624775,-0.6516,-0.7966,0.1288,1.037
32.627298,-0.6418,-0.7962,0.1295,1.031
32.629753,-0.6267,-0.8106,0.1151,1.031
32.632263,-0.6147,-0.8082,0.1149,1.022
32.634802,-0.6054,-0.8077,0.1119,1.016
32.637229,-0.5758,-0.8136,0.1161,1.003
32.639739,-0.5411,-0.8274,0.1239,0.996
32.642169,-0.5164,-0.8463,0.1109,0.998
32.644767,-0.4869,-0.8593,0.1114,0.994
32.647213,-0.4519,-0.8791,0.0777,0.991
32.649746,-0.4009,-0.9164,0.0667,1.003
32.652024,-0.3845,-0.9392,0.0352,1.015
32.654527,-0.3520,-0.9685,0.0046,1.030
32.657061,-0.3278,-0.9917,-0.0256,1.045
32.659609,-0.3116,-1.0177,-0.0637,1.066
32.662069,-0.2965,-1.0480,-0.0813,1.092
32.665465,-0.2850,-1.0709,-0.1221,1.115
32.667339,-0.2862,-1.0985,-0.1385,1.144
32.670913,-0.2831,-1.1279,-0.1578,1.173
32.672000,-0.3119,-1.1454,-0.1485,1.196
32.676014,-0.3381,-1.1671,-0.1541,1.225
32.676945,-0.3728,-1.1720,-0.1446,1.238
32.680875,-0.4001,-1.1774,-0.1241,1.250
32.682198,-0.4419,-1.2027,-0.1145,1.286
32.686113,-0.4771,-1.1972,-0.0926,1.292
32.687150,-0.5201,-1.1934,-0.0773,1.304
32.691145,-0.5458,-1.1831,-0.0522,1.304
32.692078,-0.5751,-1.1677,-0.0419,1.302
32.695949,-0.6174,-1.1571,-0.0165,1.312
32.697178,-0.6541,-1.1190,-0.0055,1.296
32.701066,-0.6917,-1.1012,0.0070,1.300
32.701998,-0.7298,-1.0716,0.0032,1.297
32.706083,-0.7569,-1.0420,0.0014,1.288
32.707180,-0.7897,-1.0198,0.0088,1.290
32.711082,-0.8207,-0.9951,0.0002,1.290
32.712085,-0.8547,-0.9734,-0.0095,1.295
32.715102,-0.8740,-0.9604,-0.0221,1.299
32.718533,-0.8904,-0.9455,-0.0373,1.299
32.719769,-0.9102,-0.9401,-0.0537,1.310
32.723393,-0.9312,-0.9385,-0.0661,1.324
32.724798,-0.9386,-0.9338,-0.0920,1.327
32.728258,-0.9390,-0.9453,-0.1206,1.338
32.729715,-0.9510,-0.9499,-0.1453,1.352
32.733377,-0.9317,-0.9572,-0.1565,1.345
32.734731,-0.9302,-0.9609,-0.1630,1.347
32.737146,-0.9092,-0.9734,-0.1747,1.343
32.739862,-0.8823,-0.9614,-0.1609,1.315
32.742137,-0.8622,-0.9700,-0.1597,1.308
32.746167,-0.8293,-0.9956,-0.1609,1.306
32.747221,-0.8202,-1.0284,-0.1541,1.324
32.751120,-0.8354,-1.0731,-0.1353,1.367
32.752119,-0.8535,-1.1251,-0.1238,1.418
32.756058,-0.8978,-1.1889,-0.1040,1.493
32.757221,-0.9605,-1.2330,-0.0566,1.564
32.761053,-1.0351,-1.2833,-0.0246,1.649
32.762004,-1.1133,-1.3089,0.0098,1.718
32.766096,-1.1910,-1.3290,0.0286,1.785
32.767103,-1.2562,-1.3336,0.0769,1.834
32.771265,-1.2846,-1.3116,0.0806,1.838
32.772207,-1.2699,-1.2822,0.0965,1.807
32.774742,-1.2474,-1.2305,0.0967,1.755
32.776982,-1.1830,-1.1677,0.0909,1.665
32.780751,-1.1059,-1.1083,0.0821,1.568
32.782361,-1.0327,-1.0587,0.0491,1.480
32.786039,-0.9724,-1.0168,0.0305,1.407
32.787022,-0.9268,-0.9963,0.0105,1.361
32.790937,-0.8980,-0.9776,-0.0070,1.327
32.792231,-0.8745,-0.9748,-0.0188,1.310
32.794717,-0.8408,-0.9618,-0.0405,1.278
32.797121,-0.8163,-0.9516,-0.0522,1.255
32.801126,-0.7919,-0.9436,-0.0803,1.234
32.802376,-0.7718,-0.9199,-0.1104,1.206
32.806131,-0.7298,-0.9086,-0.1372,1.173
32.807222,-0.7081,-0.8959,-0.1705,1.155
32.811195,-0.6667,-0.8791,-0.2115,1.123
32.812403,-0.6523,-0.8830,-0.2426,1.124
32.814773,-0.6210,-0.8646,-0.2893,1.103
32.817053,-0.6089,-0.8678,-0.3186,1.107
32.821282,-0.6008,-0.8763,-0.3301,1.113
32.822379,-0.6052,-0.9001,-0.3692,1.146
32.826330,-0.6140,-0.9338,-0.3867,1.183
32.827286,-0.6384,-0.9814,-0.4256,1.246
32.831302,-0.6767,-1.0467,-0.4371,1.321
32.832261,-0.7249,-1.1300,-0.4696,1.422
32.834859,-0.7799,-1.2178,-0.5181,1.536
32.838556,-0.8307,-1.3216,-0.5512,1.655
32.839901,-0.8584,-1.4236,-0.5417,1.748
32.842371,-0.8620,-1.5030,-0.5036,1.804
32.844614,-0.8491,-1.5760,-0.4354,1.842
32.848649,-0.8205,-1.6230,-0.3672,1.855
32.849788,-0.7843,-1.6631,-0.2783,1.860
32.853630,-0.7408,-1.6843,-0.2213,1.853
32.855327,-0.7076,-1.7051,-0.1791,1.855
32.858714,-0.6602,-1.7305,-0.1390,1.857
32.859922,-0.6247,-1.7584,-0.1118,1.869
32.863719,-0.5749,-1.7769,-0.0815,1.869
32.865276,-0.5443,-1.8136,-0.0642,1.895
32.868428,-0.4822,-1.8405,-0.0605,1.904
32.869856,-0.4288,-1.8810,-0.0223,1.929
32.873761,-0.3703,-1.8906,-0.0160,1.927
32.874851,-0.2995,-1.9126,-0.0127,1.936
32.877392,-0.2361,-1.9231,0.0000,1.938
32.879756,-0.1669,-1.9372,0.0088,1.944
32.882426,-0.1203,-1.9509,0.0147,1.955
32.884663,-0.0487,-1.9460,0.0142,1.947
32.887305,0.0082,-1.9480,0.0212,1.948
32.891309,0.0565,-1.9521,0.0305,1.953
32.892303,0.1079,-1.9467,0.0571,1.951
32.896218,0.1501,-1.9495,0.0829,1.957
32.897363,0.1907,-1.9429,0.1129,1.955
32.901353,0.2298,-1.9427,0.1552,1.962
32.902393,0.2874,-1.9226,0.2146,1.956
32.906200,0.3379,-1.9145,0.2752,1.963
32.907290,0.3835,-1.8966,0.3336,1.964
32.911229,0.4360,-1.8495,0.4110,1.944
32.912602,0.5084,-1.8114,0.4870,1.943
32.914810,0.5509,-1.7586,0.5357,1.919
32.918809,0.5947,-1.6936,0.4802,1.858
32.920034,0.6105,-1.6308,0.3768,1.782
32.923861,0.6247,-1.5506,0.3269,1.703
32.925081,0.6374,-1.4663,0.2461,1.618
32.928955,0.6587,-1.3717,0.1747,1.532
32.929876,0.6676,-1.2726,0.1488,1.445
32.933891,0.6863,-1.1589,0.1376,1.354
32.934949,0.6873,-1.0467,0.1258,1.259
32.938830,0.6723,-0.9480,0.1161,1.168
32.940061,0.6841,-0.8624,0.1381,1.109
32.943781,0.6827,-0.7828,0.1496,1.049
32.945067,0.6821,-0.7248,0.1552,1.007
32.948873,0.6623,-0.6708,0.1706,0.958
32.949873,0.6320,-0.6185,0.1911,0.905
32.953840,0.6003,-0.5923,0.1926,0.865
32.954931,0.5612,-0.5706,0.2150,0.829
32.958821,0.5148,-0.5562,0.1969,0.783
32.960007,0.4603,-0.5373,0.1848,0.731
32.963782,0.3977,-0.5349,0.1782,0.690
32.965037,0.3344,-0.5487,0.1722,0.665
32.968480,0.2506,-0.5435,0.1221,0.611
32.970006,0.1780,-0.5489,0.0892,0.584
32.973624,0.0966,-0.5674,0.0230,0.576
32.975105,0.0042,-0.5745,-0.0327,0.575
32.978738,-0.0681,-0.5987,-0.0684,0.606
32.979982,-0.1369,-0.6256,-0.0935,0.647
32.982495,-0.2124,-0.6400,-0.1460,0.690
32.985170,-0.2841,-0.6796,-0.1270,0.747
32.988754,-0.3488,-0.6974,-0.1236,0.790
32.990179,-0.4011,-0.7223,-0.1133,0.834
32.993832,-0.4622,-0.7253,-0.0752,0.863
32.994946,-0.5182,-0.7463,-0.0432,0.910
32.998973,-0.5556,-0.7673,-0.0351,0.948
33.000000,-0.5935,-0.7688,-0.0090,0.971
33.004043,-0.6320,-0.7703,0.0056,0.996
33.005038,-0.6377,-0.7651,0.0420,0.997
33.008794,-0.6792,-0.7712,0.0567,1.029
33.010044,-0.7132,-0.7735,0.0729,1.055
33.012501,-0.7433,-0.7720,0.0755,1.074
33.015043,-0.7743,-0.7659,0.0596,1.091
33.017416,-0.8195,-0.7663,0.0755,1.125
33.021381,-0.8540,-0.7488,0.0823,1.139
33.022814,-0.8652,-0.7446,0.0785,1.144
33.026628,-0.8923,-0.7248,0.0782,1.152
33.027542,-0.8980,-0.7116,0.0904,1.149
33.031561,-0.8864,-0.7048,0.0806,1.135
33.032491,-0.8657,-0.6884,0.0858,1.109
33.036490,-0.8095,-0.6682,0.0723,1.052
33.037429,-0.7286,-0.6505,0.0753,0.980
33.041421,-0.6487,-0.6239,0.0972,0.905
33.042782,-0.5744,-0.6039,0.0958,0.839
33.046534,-0.4977,-0.5826,0.1102,0.774
33.047768,-0.4468,-0.5680,0.1156,0.732
33.051506,-0.3728,-0.5508,0.1288,0.677
33.052502,-0.3234,-0.5426,0.1498,0.649
33.055170,-0.2774,-0.5212,0.1593,0.612
33.058922,-0.2466,-0.5139,0.1871,0.600
33.060165,-0.2235,-0.5093,0.2114,0.595
33.062524,-0.2027,-0.5112,0.2272,0.595
33.066428,-0.1736,-0.5147,0.2461,0.596
33.067598,-0.1577,-0.5086,0.2579,0.592
33.070044,-0.1436,-0.5030,0.2595,0.584
33.072686,-0.1177,-0.4953,0.2542,0.569
33.075152,-0.0979,-0.4772,0.2532,0.549
33.077563,-0.0785,-0.4809,0.2612,0.553
33.080069,-0.0658,-0.4765,0.2663,0.550
33.082772,-0.0494,-0.4634,0.2649,0.536
33.086580,-0.0320,-0.4587,0.2813,0.539
33.087696,-0.0220,-0.4423,0.2681,0.518
33.091621,0.0199,-0.4294,0.2691,0.507
33.092558,0.0343,-0.4133,0.2593,0.489
33.096710,0.0541,-0.4093,0.2561,0.486
33.097584,0.0721,-0.3973,0.2444,0.472
33.101543,0.1030,-0.3868,0.2481,0.471
33.102600,0.1308,-0.3653,0.2546,0.464
33.106612,0.1594,-0.3648,0.2476,0.469
33.108030,0.1885,-0.3453,0.2456,0.464
33.110100,0.2056,-0.3306,0.2490,0.462
33.112595,0.2364,-0.3229,0.2549,0.474
33.115411,0.2447,-0.2947,0.2724,0.470
33.119221,0.2782,-0.2905,0.2786,0.489
33.120178,0.2921,-0.2717,0.2971,0.497
33.124062,0.3346,-0.2658,0.3157,0.531
33.125229,0.3435,-0.2524,0.3458,0.549
33.129134,0.3635,-0.2483,0.3458,0.560
33.130135,0.3601,-0.2432,0.3553,0.561
33.134140,0.3762,-0.2439,0.3776,0.586
33.135181,0.3720,-0.2412,0.3952,0.594
33.139168,0.3613,-0.2451,0.3854,0.582
33.140153,0.3566,-0.2534,0.3856,0.583
33.144175,0.3522,-0.2656,0.3705,0.576
33.145296,0.3391,-0.2879,0.3702,0.579
33.149173,0.3104,-0.3094,0.3409,0.555
33.150096,0.2774,-0.3294,0.3057,0.528
33.154015,0.2442,-0.3705,0.2817,0.526
33.155158,0.1995,-0.4030,0.2517,0.515
33.159089,0.1662,-0.4426,0.2216,0.522
33.160242,0.1501,-0.4613,0.1615,0.511
33.164072,0.1222,-0.4949,0.1080,0.521
33.165348,0.0944,-0.5386,0.0068,0.547
33.169194,0.0480,-0.5838,-0.0522,0.588
33.170131,0.0406,-0.6454,-0.1810,0.672
33.174169,0.0005,-0.7172,-0.3269,0.788
33.175231,-0.0171,-0.8026,-0.5256,0.960
33.179228,-0.0372,-0.9086,-0.7374,1.171
33.180161,-0.0863,-1.0301,-0.9559,1.408
33.182681,-0.1350,-1.1755,-1.1771,1.669
33.185229,-0.2769,-1.3370,-1.3118,1.893
33.189208,-0.4549,-1.4678,-1.3765,2.063
33.190202,-0.7196,-1.6032,-1.4019,2.248
33.194157,-0.9971,-1.7134,-1.4829,2.476
33.195529,-1.3845,-1.8344,-1.5119,2.751
33.199328,-1.7832,-1.9411,-1.5330,3.049
33.200559,-2.2277,-2.0467,-1.3201,3.301
33.202855,-2.6057,-2.1103,-0.9780,3.493
33.205356,-2.9574,-2.1623,-0.6023,3.713
33.207763,-3.2710,-2.1951,-0.2685,3.948
33.210180,-3.4577,-2.1741,-0.0285,4.084
33.212764,-3.6055,-2.1474,0.0173,4.197
33.215407,-3.6544,-2.1091,0.0156,4.219
33.217767,-3.6691,-2.0604,-0.1367,4.210
33.220265,-3.6430,-1.9919,-0.2150,4.158
33.222831,-3.5831,-1.9167,-0.3687,4.080
33.225289,-3.5046,-1.8339,-0.4950,3.986
33.229255,-3.3248,-1.7053,-0.6607,3.795
33.230758,-3.0750,-1.5646,-0.8037,3.543
33.234203,-2.7238,-1.3742,-0.9073,3.183
33.235605,-2.3245,-1.1582,-0.9555,2.767
33.237766,-1.9454,-0.9812,-0.9636,2.382
33.240551,-1.5891,-0.8290,-0.9386,2.023
33.242859,-1.3073,-0.7190,-0.8939,1.739
33.246744,-1.1005,-0.6549,-0.8238,1.523
33.247877,-0.9341,-0.6141,-0.7583,1.351
33.251709,-0.8114,-0.5767,-0.6812,1.206
33.252927,-0.7220,-0.5440,-0.6143,1.093
33.255357,-0.6487,-0.5161,-0.5471,0.993
33.257791,-0.5705,-0.4746,-0.4601,0.873
33.260287,-0.5152,-0.4541,-0.3823,0.786
33.262981,-0.4530,-0.4179,-0.2968,0.684
33.265357,-0.3726,-0.3905,-0.2248,0.585
33.267786,-0.2850,-0.3678,-0.1766,0.498
33.270423,-0.1900,-0.3583,-0.1805,0.444
33.272822,-0.0870,-0.3658,-0.2543,0.454
33.276832,0.0245,-0.3839,-0.3340,0.509
33.277755,0.1462,-0.4335,-0.4219,0.622
33.281826,0.2559,-0.5203,-0.5076,0.771
33.282818,0.3880,-0.6586,-0.6253,0.988
33.286995,0.5059,-0.8260,-0.6786,1.183
33.287924,0.6010,-1.0347,-0.7282,1.401
33.291929,0.6130,-1.2398,-0.7372,1.567
33.292875,0.5949,-1.4184,-0.6635,1.675
33.296749,0.5907,-1.6034,-0.5391,1.792
33.297990,0.6084,-1.7219,-0.4034,1.870
33.301893,0.6198,-1.7936,-0.2744,1.917
33.302980,0.6277,-1.8214,-0.1370,1.931
33.307086,0.6154,-1.8566,-0.0207,1.956
33.308036,0.5954,-1.9035,0.0818,1.996
33.310454,0.5427,-1.9637,0.2221,2.049
33.314206,0.4724,-2.0401,0.3646,2.126
33.315605,0.4312,-2.1154,0.5704,2.233
33.318038,0.3568,-2.1772,0.7424,2.328
33.320362,0.2927,-2.2315,0.8751,2.415
33.323043,0.2384,-2.2552,0.9739,2.468
33.326946,0.1795,-2.2340,1.0474,2.474
33.328405,0.1084,-2.1787,1.0492,2.421
33.331843,0.0660,-2.0536,1.0103,2.290
33.333096,0.0632,-1.8764,0.9429,2.101
33.336876,0.1220,-1.6660,0.8786,1.887
33.337809,0.1880,-1.4431,0.7928,1.657
33.341908,0.2482,-1.2412,0.6967,1.445
33.342971,0.3283,-1.0562,0.6166,1.266
33.347036,0.4036,-0.8861,0.5066,1.098
33.347976,0.4463,-0.7473,0.4280,0.970
33.351783,0.4882,-0.6319,0.3717,0.881
33.353036,0.5111,-0.5317,0.3197,0.804
33.356931,0.5455,-0.4362,0.2710,0.749
33.359116,0.5714,-0.3576,0.2456,0.717
33.361980,0.5903,-0.3001,0.2160,0.697
33.363048,0.5971,-0.2549,0.1759,0.673
33.367094,0.6008,-0.2314,0.1745,0.667
33.368054,0.6054,-0.2067,0.1454,0.656
33.371811,0.5907,-0.2004,0.1146,0.634
33.372966,0.5871,-0.1945,0.0887,0.625
33.377008,0.5966,-0.1936,0.0846,0.633
33.377929,0.5661,-0.2026,0.1011,0.610
33.381932,0.5441,-0.2113,0.1207,0.596
33.382947,0.4996,-0.2365,0.1307,0.568
33.386969,0.4647,-0.2722,0.1591,0.562
33.387896,0.4272,-0.3138,0.1808,0.560
33.390410,0.3740,-0.3651,0.1777,0.552
33.392814,0.3370,-0.4392,0.1999,0.589
33.396513,0.2882,-0.4958,0.2160,0.613
33.397837,0.2498,-0.5799,0.2272,0.671
33.400306,0.2237,-0.6701,0.2170,0.739
33.404229,0.1916,-0.7444,0.2087,0.796
33.405611,0.1282,-0.8243,0.2074,0.860
33.409367,0.0879,-0.9054,0.2048,0.932
33.410422,0.0387,-0.9709,0.2021,0.992
33.414471,-0.0131,-1.0371,0.2016,1.057
33.415405,-0.0474,-1.0990,0.1992,1.118
33.418000,-0.1064,-1.1640,0.2197,1.189
33.420514,-0.1562,-1.2197,0.2121,1.248
33.423027,-0.2014,-1.2911,0.2158,1.324
33.425524,-0.2655,-1.3448,0.2185,1.388
33.427977,-0.3170,-1.3957,0.2155,1.447
33.430525,-0.3633,-1.4348,0.1997,1.493
33.432986,-0.4001,-1.4749,0.1992,1.541
33.435495,-0.4441,-1.4919,0.2026,1.570
33.437954,-0.4869,-1.5040,0.2046,1.594
33.440362,-0.5052,-1.4868,0.2065,1.584
33.442838,-0.5236,-1.4504,0.2197,1.558
33.445380,-0.5126,-1.4030,0.2383,1.513
33.447851,-0.4947,-1.3521,0.2446,1.460
33.450435,-0.4583,-1.3026,0.2453,1.402
33.452854,-0.4453,-1.2466,0.2537,1.348
33.455540,-0.4292,-1.2065,0.2673,1.308
33.457873,-0.4174,-1.1726,0.2642,1.272
33.460430,-0.4207,-1.1424,0.2605,1.245
33.463101,-0.4174,-1.1090,0.2632,1.214
33.465509,-0.4080,-1.0806,0.2684,1.186
33.468069,-0.4043,-1.0447,0.2490,1.148
33.470667,-0.4074,-1.0389,0.2522,1.144
33.473101,-0.4116,-1.0352,0.2605,1.144
33.475785,-0.4092,-1.0173,0.2424,1.123
33.478216,-0.4087,-1.0122,0.2414,1.118
33.480764,-0.4239,-1.0024,0.2558,1.118
33.483314,-0.4376,-0.9883,0.2473,1.109
33.485817,-0.4292,-0.9770,0.2092,1.087
33.488246,-0.4332,-0.9636,0.2251,1.080
33.490954,-0.4288,-0.9587,0.2141,1.072
33.493204,-0.4214,-0.9526,0.1962,1.060
33.495760,-0.4050,-0.9382,0.1923,1.040
33.498508,-0.3918,-0.9267,0.1801,1.022
33.500559,-0.3626,-0.9171,0.1677,1.000
