time,gFx,gFy,gFz,TgF
17.379520,-1.2320,-0.9949,-1.9497,2.512
17.383625,-1.1912,-1.0110,-1.6573,2.278
17.384865,-1.1262,-1.0426,-1.3077,2.016
17.387104,-1.0668,-1.0748,-1.0330,1.833
17.389428,-1.0192,-1.1161,-0.8672,1.743
17.393604,-0.9752,-1.1708,-0.7374,1.693
17.394972,-0.9312,-1.2256,-0.6141,1.657
17.397189,-0.8557,-1.2854,-0.5023,1.624
17.400882,-0.7860,-1.3495,-0.4354,1.621
17.402431,-0.7315,-1.4167,-0.3680,1.636
17.405966,-0.6680,-1.4810,-0.2830,1.649
17.407204,-0.6220,-1.5504,-0.2091,1.684
17.409624,-0.5973,-1.6046,-0.1162,1.716
17.413395,-0.5597,-1.6526,-0.0361,1.745
17.414720,-0.5343,-1.6939,0.0484,1.777
17.417111,-0.5194,-1.7224,0.1379,1.804
17.419412,-0.4871,-1.7447,0.2006,1.823
17.421992,-0.4566,-1.7850,0.2591,1.861
17.424458,-0.4141,-1.8038,0.2793,1.872
17.426958,-0.3542,-1.8332,0.2840,1.889
17.429392,-0.2911,-1.8549,0.3008,1.902
17.431810,-0.2310,-1.8688,0.2974,1.906
17.434544,-0.1678,-1.8857,0.2910,1.915
17.436834,-0.1076,-1.8920,0.2913,1.917
17.439439,-0.0514,-1.8974,0.2999,1.922
17.441976,0.0050,-1.8962,0.2971,1.919
17.444697,0.0619,-1.8910,0.2966,1.915
17.447183,0.1003,-1.8882,0.2910,1.913
17.449650,0.1499,-1.8756,0.3003,1.905
17.453575,0.1995,-1.8651,0.2999,1.900
17.454953,0.2168,-1.8507,0.3089,1.889
17.458785,0.2522,-1.8365,0.3421,1.885
17.460316,0.2674,-1.8094,0.3676,1.866
17.463459,0.2659,-1.7715,0.3879,1.833
17.464724,0.2733,-1.7481,0.4271,1.820
17.468434,0.2636,-1.7090,0.4658,1.791
17.470233,0.2760,-1.6699,0.4954,1.764
17.473442,0.2894,-1.6219,0.5653,1.742
17.474976,0.2927,-1.5641,0.6261,1.710
17.478489,0.3036,-1.4814,0.6901,1.662
17.479796,0.3270,-1.4094,0.7488,1.629
17.482229,0.3370,-1.3267,0.8348,1.603
17.484582,0.3202,-1.2605,0.9292,1.598
17.488692,0.3342,-1.1764,1.0191,1.592
17.489850,0.3657,-1.1073,1.1633,1.647
17.493679,0.3771,-1.0440,1.2286,1.656
17.494778,0.3957,-0.9944,1.2435,1.641
17.497199,0.3799,-0.9534,1.2456,1.614
17.500904,0.3787,-0.9077,1.2722,1.608
17.502491,0.3784,-0.8876,1.2561,1.584
17.506359,0.3589,-0.8658,1.2124,1.532
17.507308,0.3342,-0.8568,1.1076,1.440
17.511318,0.2916,-0.8700,0.9834,1.345
17.512262,0.2890,-0.8749,0.8505,1.254
17.516152,0.2466,-0.8776,0.7272,1.166
17.517410,0.2144,-0.8776,0.6004,1.085
17.521246,0.1716,-0.8730,0.5084,1.025
17.522192,0.1242,-0.8724,0.4450,0.987
17.526127,0.0763,-0.8617,0.3768,0.944
17.527110,0.0255,-0.8558,0.3350,0.919
17.531095,-0.0292,-0.8399,0.2835,0.887
17.532216,-0.0947,-0.8148,0.1286,0.830
17.534846,-0.1811,-0.7828,-0.1409,0.816
17.537200,-0.3577,-0.7681,-0.5330,1.001
17.541282,-0.5443,-0.7752,-0.7427,1.204
17.542556,-0.7210,-0.7857,-0.7737,1.317
17.546394,-0.8671,-0.7928,-0.7842,1.413
17.547419,-0.9358,-0.7852,-0.6779,1.397
17.551369,-1.0020,-0.7954,-0.6087,1.417
17.552371,-1.0234,-0.7879,-0.4833,1.379
17.554973,-1.0411,-0.7845,-0.3767,1.357
17.558836,-1.0646,-0.7894,-0.2770,1.354
17.559979,-1.0698,-0.7957,-0.2042,1.349
17.563917,-1.0805,-0.7898,-0.0801,1.341
17.564845,-1.0688,-0.7871,-0.0107,1.327
17.568922,-1.0432,-0.7922,0.0377,1.310
17.569854,-1.0074,-0.7908,0.0716,1.283
17.573817,-0.9270,-0.7849,0.0980,1.219
17.574815,-0.8039,-0.7840,0.1288,1.130
17.579018,-0.6678,-0.7733,0.1376,1.031
17.580025,-0.5326,-0.7610,0.1486,0.941
17.583870,-0.4138,-0.7537,0.1635,0.875
17.584878,-0.3116,-0.7280,0.1696,0.810
17.587498,-0.2438,-0.7236,0.1871,0.786
17.591389,-0.1811,-0.7190,0.2069,0.770
17.592412,-0.1226,-0.7195,0.2143,0.761
17.595415,-0.0790,-0.7031,0.2276,0.743
17.597394,-0.0378,-0.7151,0.2421,0.756
17.600118,0.0003,-0.7053,0.2510,0.749
17.603859,0.0206,-0.7023,0.2622,0.750
17.604894,0.0287,-0.6918,0.2947,0.753
17.607617,0.0372,-0.6957,0.3052,0.761
17.610044,0.0450,-0.6855,0.3136,0.755
17.612409,0.0551,-0.6864,0.3209,0.760
17.614749,0.0580,-0.6777,0.3423,0.761
17.617212,0.0595,-0.6782,0.3478,0.764
17.619875,0.0665,-0.6682,0.3551,0.760
17.622436,0.0761,-0.6603,0.3553,0.754
17.624979,0.0729,-0.6493,0.3560,0.744
17.627540,0.0797,-0.6424,0.3702,0.746
17.631273,0.0837,-0.6388,0.3698,0.743
17.632387,0.0919,-0.6266,0.3627,0.730
17.634994,0.0993,-0.6085,0.3523,0.710
17.637323,0.1182,-0.5923,0.3241,0.685
17.641416,0.1308,-0.5818,0.3143,0.674
17.642477,0.1443,-0.5628,0.2764,0.643
17.646475,0.1433,-0.5640,0.2421,0.630
17.647407,0.1513,-0.5445,0.2309,0.610
17.651391,0.1585,-0.5361,0.1997,0.594
17.652330,0.1646,-0.5203,0.1706,0.572
17.655078,0.1946,-0.5093,0.1407,0.563
17.659024,0.1965,-0.5039,0.1305,0.556
17.660033,0.2117,-0.5030,0.1200,0.559
17.663984,0.2247,-0.5017,0.1258,0.564
17.665112,0.2415,-0.4970,0.1305,0.568
17.668985,0.2562,-0.4956,0.1281,0.572
17.669983,0.2704,-0.4888,0.1393,0.576
17.673975,0.2738,-0.5042,0.1557,0.594
17.675000,0.2904,-0.4981,0.1500,0.596
17.679008,0.3232,-0.4998,0.1456,0.613
17.680008,0.3403,-0.5112,0.1838,0.641
17.684017,0.3491,-0.5066,0.1838,0.642
17.685010,0.3684,-0.5034,0.2011,0.655
17.688777,0.3615,-0.5066,0.2023,0.654
17.690131,0.3803,-0.5066,0.2114,0.668
17.693982,0.3813,-0.4970,0.2139,0.662
17.695042,0.3752,-0.5105,0.2131,0.668
17.698924,0.3679,-0.5156,0.2121,0.668
17.700175,0.3691,-0.5117,0.1913,0.659
17.703856,0.3684,-0.5163,0.1774,0.659
17.705184,0.3661,-0.5337,0.1564,0.666
17.708104,0.3547,-0.5450,0.1193,0.661
17.711573,0.3410,-0.5662,0.0997,0.668
17.712525,0.3273,-0.5963,0.0645,0.683
17.715153,0.2946,-0.6146,0.0454,0.683
17.719017,0.2726,-0.6295,0.0254,0.686
17.720518,0.2643,-0.6703,-0.0085,0.721
17.722701,0.2447,-0.7085,-0.0632,0.752
17.726664,0.2340,-0.7339,-0.1365,0.782
17.727606,0.2305,-0.7849,-0.2907,0.868
17.731596,0.2596,-0.8492,-0.5862,1.064
17.732542,0.2506,-0.9171,-0.7724,1.225
17.736352,0.1963,-1.0017,-0.8262,1.313
17.737607,0.1098,-1.0916,-0.8932,1.415
17.741582,-0.0042,-1.1962,-1.0403,1.585
17.742620,-0.1431,-1.2977,-1.1789,1.759
17.746510,-0.3027,-1.3933,-1.3208,1.944
17.747740,-0.4945,-1.4956,-1.5029,2.177
17.750097,-0.7005,-1.5623,-1.6617,2.386
17.753939,-0.9444,-1.6102,-1.7735,2.575
17.755461,-1.1499,-1.6303,-1.8523,2.722
17.757537,-1.3422,-1.6489,-1.8507,2.819
17.761591,-1.5719,-1.6731,-1.8277,2.934
17.763143,-1.7942,-1.6862,-1.6999,2.992
17.766780,-1.9496,-1.6923,-1.6076,3.041
17.768377,-2.1478,-1.6694,-1.4804,3.097
17.771661,-2.2930,-1.6408,-1.2989,3.104
17.773090,-2.4417,-1.6303,-1.2302,3.183
17.775237,-2.5067,-1.5809,-0.9574,3.114
17.779127,-2.5351,-1.5252,-0.7688,3.057
17.780571,-2.5212,-1.4619,-0.5463,2.965
17.783843,-2.4415,-1.3866,-0.3968,2.836
17.785179,-2.3853,-1.3178,-0.2487,2.736
17.788885,-2.2912,-1.2373,-0.1502,2.608
17.790164,-2.1321,-1.1517,-0.0933,2.425
17.794101,-1.9298,-1.0753,-0.1500,2.214
17.795158,-1.6749,-0.9932,-0.2271,1.960
17.799141,-1.3857,-0.9157,-0.3010,1.688
17.800103,-1.1482,-0.8558,-0.3494,1.474
17.804064,-0.9419,-0.8129,-0.3674,1.297
17.805237,-0.7772,-0.7761,-0.3526,1.154
17.809166,-0.6318,-0.7442,-0.3577,1.040
17.810113,-0.5180,-0.7297,-0.3352,0.956
17.814119,-0.4488,-0.7162,-0.3279,0.907
17.815146,-0.3989,-0.7090,-0.3110,0.871
17.819101,-0.3451,-0.7165,-0.2932,0.848
17.820322,-0.3083,-0.7234,-0.2707,0.832
17.822685,-0.2769,-0.7312,-0.2394,0.818
17.825144,-0.2531,-0.7346,-0.2096,0.805
17.829069,-0.2296,-0.7463,-0.1735,0.800
17.830443,-0.2051,-0.7708,-0.1534,0.812
17.834055,-0.1872,-0.8003,-0.1404,0.834
17.835307,-0.1516,-0.8309,-0.1617,0.860
17.837692,-0.1296,-0.8651,-0.1705,0.891
17.841521,-0.0763,-0.9138,-0.1730,0.933
17.842839,-0.0087,-0.9651,-0.1698,0.980
17.845597,0.0770,-1.0184,-0.1722,1.036
17.847698,0.1567,-1.0806,-0.1807,1.107
17.850437,0.2054,-1.1396,-0.1876,1.173
17.854123,0.1968,-1.1911,-0.1937,1.223
17.855249,0.1795,-1.2405,-0.2271,1.274
17.859335,0.1694,-1.2806,-0.2357,1.313
17.860277,0.1702,-1.3074,-0.2231,1.337
17.864331,0.1839,-1.3260,-0.2191,1.357
17.865250,0.1868,-1.3485,-0.1683,1.372
17.869279,0.1863,-1.3341,-0.1131,1.352
17.870412,0.1907,-1.3355,-0.0090,1.349
17.874383,0.1783,-1.3302,0.1053,1.346
17.875655,0.1763,-1.3094,0.2258,1.340
17.879282,0.1678,-1.2957,0.3465,1.352
17.880282,0.1328,-1.2835,0.4098,1.354
17.883035,0.1340,-1.2742,0.4450,1.356
17.885563,0.1149,-1.2535,0.4621,1.341
17.887834,0.1233,-1.2239,0.4636,1.315
17.890163,0.1093,-1.1872,0.4621,1.279
17.892624,0.1238,-1.1479,0.4208,1.229
17.895259,0.1322,-1.0863,0.3944,1.163
17.897749,0.1406,-1.0410,0.3602,1.111
17.900172,0.1496,-0.9770,0.3211,1.039
17.902816,0.1839,-0.9294,0.2576,0.982
17.905281,0.2070,-0.8722,0.1950,0.917
17.907753,0.2461,-0.8248,0.1310,0.871
17.910297,0.2745,-0.7901,0.0841,0.841
17.912741,0.2948,-0.7566,0.0464,0.813
17.915225,0.3178,-0.7199,0.0200,0.787
17.917668,0.3337,-0.6920,0.0163,0.768
17.920646,0.3370,-0.6686,0.0284,0.749
17.922861,0.3268,-0.6554,0.0813,0.737
17.925349,0.3221,-0.6428,0.1221,0.729
17.929000,0.3032,-0.6388,0.1517,0.723
17.930452,0.2762,-0.6371,0.1952,0.721
17.932814,0.2513,-0.6393,0.2097,0.718
17.936758,0.2207,-0.6479,0.2381,0.725
17.937866,0.1834,-0.6564,0.2337,0.721
17.941776,0.1415,-0.6713,0.2478,0.729
17.942880,0.0886,-0.6972,0.2451,0.744
17.947038,0.0504,-0.7087,0.2424,0.751
17.947959,-0.0135,-0.7446,0.2234,0.777
17.951994,-0.0770,-0.7722,0.2136,0.805
17.952918,-0.1313,-0.8140,0.2116,0.851
17.956809,-0.1723,-0.8404,0.2067,0.882
17.957931,-0.2144,-0.8798,0.2021,0.928
17.961803,-0.2594,-0.9243,0.2123,0.983
17.962852,-0.2885,-0.9623,0.2172,1.028
17.966833,-0.3065,-0.9921,0.1931,1.056
17.968066,-0.3298,-1.0301,0.1916,1.098
17.972194,-0.3556,-1.0741,0.1757,1.145
17.973082,-0.3669,-1.1366,0.1950,1.210
17.976309,-0.3950,-1.1929,0.2278,1.277
17.977790,-0.4236,-1.2327,0.2781,1.333
17.981675,-0.4348,-1.2633,0.3113,1.372
17.983058,-0.4260,-1.2957,0.3370,1.405
17.987050,-0.4295,-1.3094,0.3480,1.421
17.988011,-0.4421,-1.3165,0.3656,1.436
17.991792,-0.4534,-1.3216,0.3663,1.444
17.993045,-0.4700,-1.3113,0.3956,1.448
17.996671,-0.4845,-1.3064,0.4091,1.452
17.997997,-0.4984,-1.2850,0.4226,1.442
18.001758,-0.4991,-1.2458,0.4252,1.408
18.003121,-0.4894,-1.2036,0.4140,1.364
18.005386,-0.4901,-1.1508,0.4255,1.321
18.007896,-0.4798,-1.0988,0.4284,1.273
18.011045,-0.4717,-1.0447,0.4122,1.218
18.014212,-0.4385,-0.9937,0.3966,1.156
18.015399,-0.4341,-0.9499,0.3937,1.116
18.019392,-0.4067,-0.9052,0.3917,1.067
18.020275,-0.4114,-0.8739,0.3893,1.041
18.022887,-0.3938,-0.8472,0.3876,1.011
18.025502,-0.3960,-0.8297,0.3761,0.993
18.027952,-0.3936,-0.8206,0.3721,0.983
18.030547,-0.4029,-0.8113,0.3619,0.975
18.032950,-0.4011,-0.8008,0.3346,0.956
18.035462,-0.4278,-0.8094,0.3290,0.973
18.038216,-0.4439,-0.8006,0.3071,0.966
18.040687,-0.4346,-0.7971,0.2869,0.952
18.043170,-0.4344,-0.7989,0.2490,0.943
18.045546,-0.4285,-0.8133,0.2434,0.951
18.048097,-0.4344,-0.8229,0.2139,0.955
18.050531,-0.4211,-0.8318,0.1916,0.952
18.052774,-0.4020,-0.8458,0.1593,0.950
18.055473,-0.4001,-0.8673,0.1395,0.965
18.057745,-0.3766,-0.8893,0.1234,0.974
18.060433,-0.3591,-0.9071,0.0914,0.980
18.062893,-0.3517,-0.9231,0.0987,0.993
18.065409,-0.3552,-0.9541,0.0909,1.022
18.068015,-0.3520,-0.9751,0.0918,1.041
18.070550,-0.3481,-0.9748,0.0970,1.040
18.073047,-0.3642,-1.0000,0.0941,1.068
18.075374,-0.3661,-0.9998,0.0902,1.069
18.078027,-0.3752,-1.0171,0.0985,1.089
18.080532,-0.4111,-1.0322,0.1214,1.118
18.082924,-0.4170,-1.0322,0.1100,1.119
18.085541,-0.4385,-1.0401,0.1021,1.133
18.087902,-0.4542,-1.0431,0.1034,1.142
18.090469,-0.4314,-1.0394,0.1058,1.130
18.093049,-0.4456,-1.0374,0.0941,1.133
18.095565,-0.4231,-1.0177,0.0943,1.106
18.098034,-0.4197,-1.0068,0.0939,1.095
18.100652,-0.4023,-1.0027,0.0953,1.085
18.102871,-0.3710,-0.9841,0.0811,1.055
18.106738,-0.3412,-0.9616,0.0648,1.022
18.108084,-0.3217,-0.9480,0.0606,1.003
18.111788,-0.2931,-0.9259,0.0469,0.972
18.113087,-0.2723,-0.9211,0.0215,0.961
18.116554,-0.2589,-0.9064,0.0032,0.943
18.118216,-0.2263,-0.8886,-0.0141,0.917
18.121832,-0.2014,-0.8815,-0.0491,0.906
18.123127,-0.1851,-0.8637,-0.0554,0.885
18.126958,-0.1399,-0.8502,-0.0764,0.865
18.128065,-0.1367,-0.8448,-0.0889,0.860
18.131527,-0.1022,-0.8448,-0.1218,0.860
18.134706,-0.0741,-0.8441,-0.1427,0.859
18.135525,-0.0551,-0.8374,-0.1561,0.854
18.139403,-0.0069,-0.8346,-0.1779,0.853
18.140720,0.0262,-0.8392,-0.2113,0.866
18.144704,0.0619,-0.8353,-0.2245,0.867
18.145634,0.0807,-0.8455,-0.2240,0.878
18.149645,0.0942,-0.8639,-0.2336,0.900
18.150798,0.1279,-0.8710,-0.2536,0.916
18.154745,0.1511,-0.8770,-0.2385,0.921
18.155676,0.1460,-0.8893,-0.2069,0.925
18.158145,0.1352,-0.8971,-0.1928,0.928
18.162144,0.1374,-0.8979,-0.1688,0.924
18.163150,0.1279,-0.9015,-0.1581,0.924
18.165729,0.1024,-0.8996,-0.0957,0.910
18.168464,0.0707,-0.8966,-0.0461,0.901
18.171294,0.0514,-0.9049,-0.0143,0.906
18.173287,0.0245,-0.9098,0.0379,0.911
18.176209,-0.0194,-0.9015,0.0885,0.906
18.179121,-0.0514,-0.9035,0.1295,0.914
18.180766,-0.0905,-0.8986,0.1831,0.921
18.183320,-0.1247,-0.8928,0.2118,0.926
18.185692,-0.1604,-0.8947,0.2500,0.943
18.188666,-0.1981,-0.8944,0.2801,0.958
18.191245,-0.2102,-0.8908,0.3138,0.968
18.193708,-0.2379,-0.8937,0.3199,0.979
18.195637,-0.2659,-0.8903,0.3278,0.985
18.198378,-0.2743,-0.8947,0.3392,0.995
18.200560,-0.2983,-0.8959,0.3336,1.001
18.203235,-0.3100,-0.8964,0.3267,1.003
18.205475,-0.3227,-0.8928,0.3362,1.007
18.207983,-0.3346,-0.8900,0.3292,1.006
18.210726,-0.3314,-0.8847,0.3226,0.998
18.212996,-0.3403,-0.8805,0.3052,0.992
18.215490,-0.3500,-0.8788,0.2869,0.988
18.218199,-0.3476,-0.8751,0.2764,0.981
18.220845,-0.3620,-0.8822,0.2705,0.991
18.223239,-0.3689,-0.8800,0.2519,0.987
18.225592,-0.3835,-0.8763,0.2376,0.986
18.229527,-0.3972,-0.8783,0.2244,0.990
18.230915,-0.4138,-0.8788,0.2055,0.993
18.234624,-0.4276,-0.8851,0.1901,1.001
18.235831,-0.4327,-0.8863,0.1864,1.004
18.238002,-0.4519,-0.8900,0.1752,1.013
18.240744,-0.4551,-0.9005,0.1630,1.022
18.243057,-0.4803,-0.9030,0.1654,1.036
18.245545,-0.5077,-0.9020,0.1703,1.049
18.249618,-0.5055,-0.8981,0.1620,1.043
18.250697,-0.5113,-0.8998,0.1762,1.050
18.253022,-0.5118,-0.9122,0.1722,1.060
18.257090,-0.5133,-0.9171,0.1706,1.065
18.258108,-0.5206,-0.9079,0.1874,1.063
18.260760,-0.5103,-0.9152,0.2009,1.067
18.263040,-0.5169,-0.9120,0.2018,1.068
18.265686,-0.4933,-0.9164,0.2090,1.062
18.268412,-0.4796,-0.9084,0.2216,1.051
18.270570,-0.4661,-0.9110,0.2324,1.049
18.273038,-0.4488,-0.8989,0.2376,1.032
18.275440,-0.4427,-0.9028,0.2288,1.031
18.278085,-0.4358,-0.8959,0.2360,1.024
18.280456,-0.4150,-0.9028,0.2417,1.023
18.283096,-0.4062,-0.8961,0.2341,1.011
18.285626,-0.4053,-0.8893,0.2195,1.002
18.288102,-0.3952,-0.9005,0.2290,1.010
18.290665,-0.4036,-0.9015,0.2276,1.014
18.293298,-0.3972,-0.8991,0.2370,1.011
18.297292,-0.3918,-0.8944,0.2324,1.004
18.298436,-0.3904,-0.8930,0.2324,1.002
18.302464,-0.3992,-0.9017,0.2419,1.015
18.303409,-0.4072,-0.9091,0.2370,1.024
18.307343,-0.4102,-0.9094,0.2378,1.026
18.308338,-0.4276,-0.9340,0.2442,1.056
18.310995,-0.4341,-0.9284,0.2356,1.052
18.314767,-0.4434,-0.9448,0.2370,1.070
18.315997,-0.4534,-0.9587,0.2292,1.085
18.319771,-0.4786,-0.9697,0.2251,1.105
18.320881,-0.4857,-0.9788,0.2246,1.116
18.324882,-0.4979,-0.9942,0.2106,1.132
18.325805,-0.5180,-1.0073,0.2094,1.152
18.329877,-0.5216,-1.0161,0.1941,1.159
18.330989,-0.5336,-1.0313,0.1920,1.177
18.334814,-0.5431,-1.0462,0.1777,1.192
18.336033,-0.5529,-1.0489,0.1577,1.196
18.338403,-0.5656,-1.0641,0.1405,1.213
18.341001,-0.5670,-1.0878,0.1356,1.234
18.344565,-0.5700,-1.0932,0.1146,1.238
18.346233,-0.5812,-1.0921,0.0923,1.241
18.348374,-0.5773,-1.1132,0.0623,1.256
18.351073,-0.5859,-1.1102,0.0410,1.256
18.354788,-0.5871,-1.1158,0.0173,1.261
18.356053,-0.5924,-1.1132,-0.0050,1.261
18.359802,-0.5881,-1.1076,-0.0337,1.254
18.360945,-0.5886,-1.1039,-0.0632,1.253
18.364494,-0.5888,-1.0932,-0.0918,1.245
18.365970,-0.5964,-1.0995,-0.1287,1.257
18.368492,-0.5986,-1.0895,-0.1666,1.254
18.370886,-0.5959,-1.0848,-0.1957,1.253
18.373321,-0.5971,-1.0794,-0.2280,1.254
18.377406,-0.6117,-1.0660,-0.2678,1.258
18.378417,-0.6115,-1.0580,-0.2995,1.258
18.382516,-0.6238,-1.0435,-0.2951,1.251
18.383449,-0.6222,-1.0269,-0.3112,1.240
18.385936,-0.6399,-1.0233,-0.3228,1.249
18.388448,-0.6467,-1.0168,-0.3277,1.249
18.390918,-0.6639,-1.0149,-0.3208,1.254
18.393453,-0.6734,-1.0066,-0.3100,1.250
18.395965,-0.6870,-1.0051,-0.2839,1.250
18.398498,-0.7005,-1.0047,-0.2821,1.257
18.401015,-0.7083,-0.9995,-0.2707,1.255
18.403528,-0.7186,-0.9900,-0.2301,1.245
18.405989,-0.7354,-0.9917,-0.1966,1.250
18.408487,-0.7538,-0.9837,-0.1544,1.249
18.411042,-0.7638,-0.9824,-0.1143,1.250
18.413482,-0.7760,-0.9753,-0.0522,1.247
18.415954,-0.7960,-0.9905,-0.0053,1.271
18.418367,-0.8335,-1.0164,0.0413,1.315
18.420905,-0.8743,-1.0426,0.0951,1.364
18.423362,-0.9253,-1.0672,0.1437,1.420
18.425789,-0.9708,-1.1049,0.1838,1.482
18.428306,-1.0185,-1.1273,0.2329,1.537
18.430914,-1.0776,-1.1222,0.2481,1.575
18.433407,-1.1277,-1.1170,0.2749,1.611
18.435884,-1.1707,-1.1090,0.2926,1.639
18.438412,-1.1937,-1.0738,0.2879,1.631
18.442559,-1.2152,-1.0408,0.2764,1.624
18.443507,-1.1963,-1.0024,0.2598,1.582
18.447573,-1.1830,-0.9513,0.2280,1.535
18.448512,-1.1619,-0.9010,0.2038,1.484
18.452380,-1.1365,-0.8663,0.1708,1.439
18.453547,-1.0996,-0.8257,0.1407,1.382
18.455996,-1.0747,-0.8104,0.1288,1.352
18.458544,-1.0639,-0.7926,0.0955,1.330
18.462393,-1.0439,-0.8096,0.0733,1.323
18.463710,-1.0321,-0.8338,0.0335,1.327
18.466215,-1.0087,-0.8712,0.0095,1.333
18.468557,-0.9920,-0.8971,-0.0253,1.338
18.471560,-0.9715,-0.9243,-0.0791,1.343
18.473656,-0.9421,-0.9418,-0.1153,1.337
18.477444,-0.9188,-0.9607,-0.1930,1.343
18.478570,-0.8792,-0.9716,-0.2478,1.334
18.480950,-0.8405,-0.9707,-0.3130,1.322
18.483582,-0.8024,-0.9562,-0.4078,1.313
18.485990,-0.7672,-0.9397,-0.4967,1.311
18.490061,-0.7289,-0.9287,-0.5801,1.315
18.491117,-0.7030,-0.9059,-0.6134,1.300
18.495052,-0.6558,-0.8989,-0.6067,1.267
18.496079,-0.6392,-0.8819,-0.5633,1.226
18.499984,-0.6171,-0.8776,-0.4887,1.179
18.501244,-0.6017,-0.8842,-0.4324,1.154
18.505081,-0.5832,-0.9001,-0.4019,1.145
18.506020,-0.5790,-0.9206,-0.3778,1.151
18.509995,-0.5832,-0.9550,-0.3621,1.176
18.511121,-0.5795,-1.0096,-0.3494,1.215
18.515066,-0.6091,-1.0753,-0.3389,1.281
18.516099,-0.6279,-1.1635,-0.3428,1.366
18.519874,-0.6506,-1.2437,-0.3282,1.441
18.521178,-0.6531,-1.3363,-0.3181,1.521
18.523882,-0.6592,-1.4323,-0.2951,1.604
18.526126,-0.6513,-1.5154,-0.2753,1.672
18.529984,-0.6362,-1.5856,-0.2392,1.725
18.531202,-0.6089,-1.6354,-0.1915,1.756
18.535048,-0.5678,-1.6906,-0.1309,1.788
18.536293,-0.5282,-1.7386,-0.0705,1.818
18.538633,-0.4945,-1.7815,-0.0281,1.849
18.541130,-0.4581,-1.8057,0.0161,1.863
18.545166,-0.4160,-1.8241,0.0396,1.871
18.546720,-0.3784,-1.8388,0.0652,1.878
18.550215,-0.3417,-1.8412,0.1019,1.875
18.551540,-0.2948,-1.8517,0.1224,1.879
18.555291,-0.2545,-1.8446,0.1337,1.867
18.556741,-0.1958,-1.8412,0.1568,1.858
18.558798,-0.1526,-1.8324,0.1505,1.845
18.562582,-0.1108,-1.8211,0.1679,1.832
18.563799,-0.0567,-1.8102,0.1852,1.821
18.566181,-0.0026,-1.7931,0.2050,1.805
18.568693,0.0213,-1.7601,0.2270,1.775
18.572735,0.0805,-1.7424,0.2339,1.760
18.573982,0.1335,-1.7100,0.2717,1.737
18.576212,0.1921,-1.6850,0.2796,1.719
18.580207,0.2389,-1.6533,0.3255,1.702
18.581145,0.2857,-1.6124,0.3754,1.680
18.585341,0.3249,-1.5776,0.4184,1.664
18.586423,0.3598,-1.5301,0.4709,1.641
18.588876,0.3918,-1.4788,0.5137,1.614
18.591221,0.4185,-1.4309,0.5638,1.594
18.593737,0.4227,-1.3926,0.5574,1.558
18.596478,0.4209,-1.3472,0.5122,1.502
18.598768,0.4272,-1.3080,0.4729,1.455
18.601387,0.4270,-1.2703,0.4250,1.406
18.605269,0.4478,-1.2132,0.4071,1.356
18.606428,0.4453,-1.1591,0.3966,1.303
18.610124,0.4486,-1.1061,0.4130,1.263
18.611351,0.4612,-1.0713,0.4284,1.243
18.615318,0.4532,-1.0310,0.4328,1.206
18.616251,0.4439,-0.9853,0.3893,1.149
18.618830,0.4588,-0.9311,0.3593,1.098
18.621233,0.4586,-0.8979,0.3395,1.064
18.625282,0.4437,-0.8695,0.3197,1.027
18.626418,0.4231,-0.8395,0.2884,0.983
18.630220,0.3808,-0.8118,0.2730,0.937
18.631410,0.3293,-0.7933,0.2556,0.896
18.635287,0.2972,-0.7671,0.2568,0.862
18.636231,0.2471,-0.7676,0.2563,0.846
18.638907,0.1832,-0.7779,0.2688,0.843
18.641187,0.0976,-0.7894,0.2686,0.840
18.645253,0.0316,-0.7959,0.2570,0.837
18.646482,-0.0285,-0.8036,0.2280,0.836
18.650009,-0.0824,-0.8164,0.1985,0.844
18.651422,-0.1506,-0.8341,0.1549,0.862
18.653868,-0.2161,-0.8480,0.0929,0.880
18.656280,-0.2941,-0.8621,0.0596,0.913
18.658839,-0.3669,-0.8730,0.0489,0.948
18.662710,-0.4323,-0.8768,-0.0087,0.978
18.663943,-0.4845,-0.8786,-0.0473,1.004
18.666582,-0.5519,-0.8791,-0.0691,1.040
18.670405,-0.6396,-0.8810,-0.0957,1.093
18.671346,-0.6739,-0.8686,-0.1013,1.104
18.675367,-0.7515,-0.8742,-0.0877,1.156
18.676375,-0.8293,-0.8714,-0.0805,1.206
18.679022,-0.8674,-0.8627,-0.0808,1.226
18.682803,-0.9373,-0.8568,-0.0559,1.271
18.684035,-1.0026,-0.8597,-0.0432,1.321
18.686517,-1.0380,-0.8460,-0.0581,1.340
18.688846,-1.1022,-0.8395,-0.0495,1.386
18.692535,-1.1206,-0.8287,-0.0679,1.395
18.693925,-1.1030,-0.8140,-0.0512,1.372
18.697668,-1.0877,-0.8089,-0.0647,1.357
18.699085,-1.0986,-0.7922,-0.0361,1.355
18.701375,-1.0472,-0.7642,-0.0223,1.297
18.703851,-0.9908,-0.7495,-0.0146,1.242
18.706363,-0.9102,-0.7304,0.0340,1.168
18.708799,-0.8024,-0.7185,0.0797,1.080
18.711311,-0.6993,-0.6894,0.1183,0.989
18.713781,-0.6030,-0.6703,0.1554,0.915
18.716329,-0.5282,-0.6608,0.2114,0.872
18.718842,-0.4481,-0.6484,0.2461,0.826
18.721417,-0.3769,-0.6363,0.2864,0.793
